SRR33750959.1103__1.1088	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750959.12616351__2.12461340	UniRef90_A0A1A0X2P5|1__16|SGB15741
SRR33750959.12616881__2.12461866	UniClust90_NMMIMHEL01184|1__4|SGB122683
SRR33750959.12616976__2.12461960	UniClust90_FCKBNHJJ01883|1__13|SGB86769
SRR33750959.12617757__2.12462733	UniClust90_GJEIHIOJ00078|1__5|SGB122526
SRR33750959.12617872__2.12462847	UniClust90_KMEALJDO02848|1__6|SGB84078
SRR33750959.12618734__2.12463702	UniClust90_OKKNGDEF01201|1__22|SGB85064
SRR33750959.12619084__2.12464050	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750959.12619501__2.12464463	UniClust90_KKDIGBNC01120|1__5|SGB74789
SRR33750959.12621318__2.12466268	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750959.12621597__2.12466546	UniClust90_EIAMMEDP01153|1__3|SGB74789
SRR33750959.12621908__2.12466855	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750959.12622212__2.12467157	UniClust90_PLNJEBMN00204|6__9|SGB133091
SRR33750959.12622317__2.12467261	UniClust90_PLNJEBMN00204|6__9|SGB133091
SRR33750959.12622745__2.12467683	UniRef90_A0A2V6TUH4|1__7|SGB131913
SRR33750959.12625161__2.12470082	UniClust90_DJFHEFAJ01085|1__5|SGB89423
SRR33750959.12625696__2.12470613	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12626905__2.12471809	UniClust90_DCJCBMEC02059|5__9|SGB122526
SRR33750959.12626358__2.12471269	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750959.12627355__2.12472255	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750959.12629161__2.12474040	UniRef90_A0A1F2XPV1|2__7|SGB89423
SRR33750959.12629246__2.12474125	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750959.12631215__2.12476067	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.12631180__2.12476032	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.12632050__2.12476895	UniClust90_NOMIGGEC00982|1__10|SGB125949
SRR33750959.12632901__2.12477739	UniClust90_ENBABIAF01149|1__9|SGB128778
SRR33750959.12633709__2.12478543	UniClust90_PDIGHKLF02491|1__8|SGB86769
SRR33750959.12634973__2.12479792	UniRef90_A0A1Q7B6Z7|1__3|SGB56638
SRR33750959.12634978__2.12479797	UniRef90_A0A1Q7B6Z7|1__3|SGB56638
SRR33750959.12635829__2.12480644	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750959.12637332__2.12482121	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750959.12637868__2.12482649	UniClust90_HGJNCPHJ00520|1__11|SGB125949
SRR33750959.12638058__2.12482838	UniClust90_EDBNNBOB01664|1__6|SGB56640
SRR33750959.12640327__2.12485086	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750959.12641091__2.12485842	UniClust90_GJEIHIOJ00690|3__6|SGB122526
SRR33750959.12641949__2.12486694	UniClust90_NNOGEMDJ00526|1__13|SGB128987
SRR33750959.12642864__2.12487596	UniClust90_CDCDKIIJ00442|1__13|SGB84331
SRR33750959.12643434__2.12488164	UniRef90_A0A2V6JHP9|1__7|SGB22169
SRR33750959.12643592__2.12488320	UniClust90_PPDCKKGL00883|5__8|SGB133090
SRR33750959.12643565__2.12488294	UniClust90_OEIEJBAE01172|1__5|SGB56638
SRR33750959.12643467__2.12488197	UniClust90_NOMIGGEC02011|1__14|SGB125949
SRR33750959.12644335__2.12489052	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750959.12646815__2.12491508	UniClust90_HGAMACDH00537|1__11|SGB128778
SRR33750959.12647123__2.12491811	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750959.12647826__2.12492507	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750959.12648238__2.12492918	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750959.12648142__2.12492822	UniClust90_CBFLHKKL04698|1__11|SGB133209
SRR33750959.12648507__2.12493183	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750959.12649997__2.12494661	UniClust90_HOMJAIDI01562|1__5|SGB89423
SRR33750959.12650806__2.12495460	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750959.12652066__2.12496705	UniClust90_AGBJGNAA00277|1__8|SGB74789
SRR33750959.12652307__2.12496943	UniClust90_EMAEKJAG02500|1__12|SGB128987
SRR33750959.12653069__2.12497695	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750959.12653199__2.12497824	UniClust90_IBMDDACE00649|1__7|SGB128778
SRR33750959.12653260__2.12497885	UniClust90_NHHHKJJE02555|1__9|SGB125949
SRR33750959.12653933__2.12498552	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750959.12653935__2.12498554	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750959.12655209__2.12499818	UniClust90_GFFNGEKC02985|4__8|SGB56640
SRR33750959.12655538__2.12500142	UniRef90_A0A109J336|1__10|SGB11143
SRR33750959.12655728__2.12500330	UniClust90_IAFJOFII00134|1__10|SGB134112
SRR33750959.12655382__2.12499987	UniClust90_FHANFPLG04875|2__15|SGB134824
SRR33750959.12655963__2.12500562	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750959.12655986__2.12500585	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750959.12660629__2.12505198	UniClust90_DAODNPOA01617|1__5|SGB89725
SRR33750959.12661088__2.12505656	UniClust90_IGKPANEM00850|4__15|SGB128987
SRR33750959.12662244__2.12506799	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750959.12662207__2.12506762	UniClust90_IMMCPGKG00338|1__9|SGB128778
SRR33750959.12662695__2.12507247	UniClust90_DLOKBJPP00273|1__7|SGB131913
SRR33750959.12662928__2.12507476	UniClust90_FJPBOFJK02655|1__9|SGB128677
SRR33750959.12663421__2.12507960	UniClust90_HMPPKHGP01419|1__5|SGB133091
SRR33750959.12663565__2.12508103	UniClust90_HMPPKHGP01419|1__5|SGB133091
SRR33750959.12663674__2.12508211	UniClust90_EHIAFBHG02294|1__10|SGB128778
SRR33750959.12664267__2.12508799	UniClust90_NLDPNKBE01077|1__17|SGB154326
SRR33750959.12664996__2.12509520	UniRef90_A0A176YX32|6__12|SGB11302
SRR33750959.12665707__2.12510223	UniClust90_LJMOGHMP00225|1__14|SGB128778
SRR33750959.12666337__2.12510847	UniClust90_HGAMACDH00292|1__7|SGB128778
SRR33750959.12667073__2.12511572	UniClust90_DPLIHBNC01476|1__6|SGB89725
SRR33750959.12667243__2.12511740	UniClust90_IOFPBIHC01724|1__6|SGB130007
SRR33750959.12669067__2.12513548	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750959.12670529__2.12514994	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750959.12671355__2.12515810	UniClust90_EOFGAKMC01736|1__7|SGB84075
SRR33750959.12672511__2.12516953	UniClust90_IBMDDACE00705|1__9|SGB128778
SRR33750959.12672553__2.12516993	UniClust90_HGAMACDH01567|1__14|SGB128778
SRR33750959.12674242__2.12518662	UniClust90_NEMDDJGI00589|1__9|SGB133209
SRR33750959.12674318__2.12518737	UniRef90_A0A1C6RVZ7|1__12|SGB16457
SRR33750959.12674482__2.12518900	UniClust90_KKDIGBNC00527|1__4|SGB74789
SRR33750959.12674492__2.12518910	UniClust90_DIBLBONP01245|1__6|SGB84078
SRR33750959.12675029__2.12519445	UniClust90_HIBDPJBA05280|1__5|SGB131926
SRR33750959.12675447__2.12519857	UniClust90_DCJCBMEC02770|2__6|SGB122526
SRR33750959.12676214__2.12520619	UniClust90_IDPAEINK00632|8__11|SGB89725
SRR33750959.12676744__2.12521141	UniRef90_A0A1Q7RZK4|1__4|SGB17587
SRR33750959.12676991__2.12521385	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750959.12677562__2.12521955	UniClust90_OJFAJFEC00891|1__3|SGB89423
SRR33750959.12677286__2.12521679	UniClust90_PKCJLHDA01121|11__16|SGB89408
SRR33750959.12678098__2.12522479	UniClust90_JMFJJCJA05080|1__5|SGB130007
SRR33750959.12678163__2.12522544	UniClust90_AMOFFOJE01263|1__7|SGB133121
SRR33750959.12678260__2.12522639	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750959.12679446__2.12523812	UniClust90_PPDCKKGL01342|5__8|SGB133090
SRR33750959.12679004__2.12523372	UniClust90_BODOLCOE00536|1__4|SGB89423
SRR33750959.12680192__2.12524548	UniClust90_HNBLJKFC01542|1__12|SGB128778
SRR33750959.12680178__2.12524534	UniClust90_PKCJLHDA02375|1__8|SGB89408
SRR33750959.12680725__2.12525075	UniClust90_CMHDMJOM04481|1__10|SGB56640
SRR33750959.12683139__2.12527463	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750959.12683126__2.12527450	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750959.12683226__2.12527550	UniRef90_A0A2V8L006|1__10|SGB17587
SRR33750959.12686088__2.12530382	UniClust90_DCJCBMEC01692|3__6|SGB122526
SRR33750959.12686506__2.12530796	UniRef90_A0A2V5LK50|1__11|SGB52719
SRR33750959.12686626__2.12530914	UniClust90_MDILPPEF00028|1__4|SGB89423
SRR33750959.12686202__2.12530494	UniClust90_DEFNONOM01870|3__10|SGB56640
SRR33750959.12687537__2.12531812	UniClust90_NMMIMHEL01302|1__4|SGB122683
SRR33750959.12687619__2.12531892	UniClust90_NMMIMHEL01302|1__4|SGB122683
SRR33750959.12688541__2.12532808	UniClust90_OJFAJFEC01694|1__6|SGB89423
SRR33750959.12689403__2.12533661	UniClust90_GHPINBAM01215|1__12|SGB84331
SRR33750959.12689408__2.12533666	UniClust90_HMPPKHGP01419|1__5|SGB133091
SRR33750959.12689374__2.12533632	UniRef90_A0A357CHT2|1__5|SGB89423
SRR33750959.12690652__2.12534898	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750959.12692082__2.12536306	UniRef90_UPI00101B662C|1__20|SGB30169
SRR33750959.12691596__2.12535831	UniClust90_NHHHKJJE03544|1__9|SGB125949
SRR33750959.12692702__2.12536920	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750959.12693269__2.12537479	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750959.12692872__2.12537086	UniClust90_PIJGIFJB02756|1__3|SGB89423
SRR33750959.12695061__2.12539253	UniClust90_CKDECKMG00350|1__8|SGB133121
SRR33750959.12695175__2.12539366	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750959.12695830__2.12540019	UniRef90_A0A2V5TPG6|1__16|SGB52719
SRR33750959.12696266__2.12540448	UniRef90_A0A2V5RUC5|1__10|SGB52719
SRR33750959.12697430__2.12541596	UniClust90_KIMNEABG02224|1__6|SGB131913
SRR33750959.12696986__2.12541160	UniClust90_NHHHKJJE03544|1__9|SGB125949
SRR33750959.12698384__2.12542541	UniClust90_ODGFFLBP06002|1__9|SGB31998
SRR33750959.12699101__2.12543253	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750959.12699108__2.12543260	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750959.12701748__2.12545874	UniClust90_DIBLBONP00142|1__4|SGB84078
SRR33750959.12702808__2.12546916	UniClust90_IOFPBIHC00448|1__6|SGB130007
SRR33750959.12704712__2.12548791	UniClust90_KKJMBHPC03934|1__11|SGB128677
SRR33750959.12705187__2.12549257	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750959.12705630__2.12549695	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750959.12707326__2.12551360	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750959.12706304__2.12550356	UniRef90_A0A2V5U1Q3|1__3|SGB52721
SRR33750959.12709022__2.12553024	UniClust90_OIPOEBPA04963|1__4|SGB84075
SRR33750959.12709123__2.12553123	UniClust90_EKCLMAKM03706|1__9|SGB89408
SRR33750959.12710733__2.12554703	UniClust90_BKEMCFBC02123|1__7|SGB131913
SRR33750959.12712568__2.12556503	UniRef90_A0A0R3N3K0|5__14|SGB11343
SRR33750959.12712829__2.12556763	UniClust90_EKCLMAKM04286|1__10|SGB89408
SRR33750959.12713099__2.12557031	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750959.12713386__2.12557317	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750959.12713370__2.12557301	UniClust90_OJFFJDAM00771|1__5|SGB89423
SRR33750959.12713869__2.12557791	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750959.12714023__2.12557944	UniClust90_PKNCJFOJ01298|1__5|SGB56640
SRR33750959.12714356__2.12558271	UniRef90_A0A231R2T2|1__9|SGB25334
SRR33750959.12714360__2.12558275	UniRef90_A0A231R2T2|1__9|SGB25334
SRR33750959.12715245__2.12559146	UniClust90_OPLEJCPF02018|1__11|SGB125949
SRR33750959.12716326__2.12560208	UniRef90_A0A2V5TH59|1__5|SGB52719
SRR33750959.12716691__2.12560567	UniClust90_BOKHIPMC01249|1__5|SGB130007
SRR33750959.12717732__2.12561596	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750959.12719412__2.12563250	UniClust90_KIMNEABG03067|1__12|SGB131913
SRR33750959.12721486__2.12565296	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750959.12721568__2.12565377	UniClust90_DPJLILCC00965|1__4|SGB89725
SRR33750959.12721601__2.12565409	UniClust90_GEHFPKBH01024|1__8|SGB84075
SRR33750959.12723034__2.12566827	UniRef90_A0A1Q6WYK6|1__15|SGB52720
SRR33750959.12723424__2.12567209	UniClust90_OOJLFJAP01027|1__6|SGB89423
SRR33750959.12723285__2.12567071	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750959.12724579__2.12568353	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750959.12725620__2.12569382	UniClust90_DLOKBJPP01835|1__6|SGB131913
SRR33750959.12726490__2.12570245	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12727063__2.12570812	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750959.12727090__2.12570839	UniClust90_FECOCFCC02113|1__9|SGB128987
SRR33750959.12728248__2.12571971	UniClust90_KPGCMLFP02094|1__7|SGB89408
SRR33750959.12729439__2.12573144	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750959.12730143__2.12573838	UniClust90_IOFPBIHC01411|1__6|SGB130007
SRR33750959.12731331__2.12575013	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750959.12732903__2.12576573	UniRef90_A0A2V5S0J8|1__7|SGB52719
SRR33750959.12733300__2.12576964	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750959.12733639__2.12577298	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750959.12733875__2.12577531	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750959.12733984__2.12577638	UniClust90_OIPOEBPA04237|1__7|SGB84075
SRR33750959.12734391__2.12578041	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750959.12734924__2.12578571	UniClust90_OMNHEBHI02897|1__8|SGB89409
SRR33750959.12735172__2.12578815	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750959.12735433__2.12579073	UniClust90_HNBLJKFC02298|1__10|SGB128778
SRR33750959.12736476__2.12580106	UniClust90_JHILEIIG03705|1__4|SGB131933
SRR33750959.12736808__2.12580436	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750959.12738847__2.12582458	UniClust90_DAODNPOA02759|1__4|SGB89725
SRR33750959.12739492__2.12583097	UniClust90_NHHHKJJE02555|1__9|SGB125949
SRR33750959.12738258__2.12581874	UniClust90_OCCBPJCL00240|1__3|SGB132245
SRR33750959.12739962__2.12583561	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750959.12740508__2.12584103	UniClust90_AIFDENHO01373|2__6|SGB89410
SRR33750959.12740219__2.12583815	UniClust90_JEHCBLFF00733|1__4|SGB74789
SRR33750959.12741539__2.12585124	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12742588__2.12586162	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750959.12742471__2.12586045	UniClust90_IPBGJNGD02238|1__11|SGB89408
SRR33750959.12743494__2.12587058	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750959.12745010__2.12588558	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.12745504__2.12589050	UniClust90_NOMIGGEC01038|1__12|SGB125949
SRR33750959.12746438__2.12589968	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750959.12746706__2.12590235	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750959.12747287__2.12590806	UniClust90_DAODNPOA02225|1__8|SGB89725
SRR33750959.12747552__2.12591069	UniClust90_NNOGEMDJ02447|1__10|SGB128987
SRR33750959.12748128__2.12591639	UniClust90_HGJNCPHJ04981|1__8|SGB125949
SRR33750959.12748139__2.12591650	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750959.12748262__2.12591771	UniClust90_HGJNCPHJ04981|1__8|SGB125949
SRR33750959.12749274__2.12592770	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750959.12749613__2.12593107	UniClust90_OFJFLJEC01608|1__5|SGB74789
SRR33750959.12749605__2.12593099	UniClust90_OFJFLJEC01608|1__5|SGB74789
SRR33750959.12750025__2.12593514	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.12750512__2.12593995	UniClust90_ODJKPAJN00162|1__10|SGB73658
SRR33750959.12752182__2.12595646	UniClust90_ANDLCEDJ02263|1__9|SGB133091
SRR33750959.12752174__2.12595638	UniClust90_OEIEJBAE01409|1__8|SGB56638
SRR33750959.12753718__2.12597165	UniClust90_ENBABIAF01020|1__7|SGB128778
SRR33750959.12754282__2.12597722	UniRef90_A0A2V6JKD8|1__3|SGB52719
SRR33750959.12754454__2.12597888	UniClust90_EJAHAFID04236|1__5|SGB130007
SRR33750959.12754498__2.12597932	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12755248__2.12598673	UniRef90_A0A2V8H5I1|1__8|SGB17587
SRR33750959.12755619__2.12599039	UniClust90_IGKPANEM01154|1__20|SGB128987
SRR33750959.12755934__2.12599354	UniClust90_CMHDMJOM02010|1__6|SGB56640
SRR33750959.12756783__2.12600200	UniClust90_ANKLIGBF00061|4__9|SGB133334
SRR33750959.12757368__2.12600776	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750959.12757620__2.12601027	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750959.12757701__2.12601107	UniClust90_DPLIHBNC01273|1__6|SGB89725
SRR33750959.12758999__2.12602393	UniClust90_EFBPFKCE02495|1__3|SGB122683
SRR33750959.12759608__2.12602990	UniRef90_A0A2V8GUA8|1__7|SGB17587
SRR33750959.12759833__2.12603213	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750959.12761335__2.12604698	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750959.12761399__2.12604762	UniClust90_CMJGEBLA02782|1__8|SGB89408
SRR33750959.12763633__2.12606972	UniClust90_DCOEIGHC00639|1__6|SGB89423
SRR33750959.12765577__2.12608895	UniClust90_LJMOGHMP00225|1__14|SGB128778
SRR33750959.12765413__2.12608735	UniRef90_A0A2V6HW67|1__7|SGB84331
SRR33750959.12766349__2.12609656	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750959.12767153__2.12610454	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750959.12767354__2.12610652	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750959.12768138__2.12611421	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750959.12768976__2.12612247	UniClust90_CAGCLOCO00566|4__8|SGB89423
SRR33750959.12768741__2.12612013	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750959.12770718__2.12613971	UniClust90_OAHKOOFD00542|2__5|SGB122526
SRR33750959.12771569__2.12614817	UniRef90_UPI0004CBE781|1__5|SGB34503
SRR33750959.12771974__2.12615215	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750959.12772805__2.12616038	UniClust90_JMFJJCJA05080|1__5|SGB130007
SRR33750959.12772699__2.12615932	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750959.12772782__2.12616015	UniClust90_JMFJJCJA05080|1__5|SGB130007
SRR33750959.12773352__2.12616579	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750959.12773753__2.12616977	UniClust90_AFLGNPJA00365|1__6|SGB122683
SRR33750959.12773708__2.12616933	UniRef90_A0A2V5KVR5|1__3|SGB52719
SRR33750959.12773907__2.12617131	UniRef90_A0A2V8L3E9|1__9|SGB17587
SRR33750959.12775084__2.12618298	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750959.12776028__2.12619236	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750959.12777473__2.12620660	UniClust90_PEMFFBNE00295|1__5|SGB74789
SRR33750959.12779213__2.12622388	UniClust90_PKMOJOJK04438|1__6|SGB84078
SRR33750959.12780069__2.12623235	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12780539__2.12623697	UniClust90_PPJAIDOO03626|1__7|SGB84075
SRR33750959.12781862__2.12625007	UniRef90_A0A1Q6V6Y9|1__8|SGB52720
SRR33750959.12782025__2.12625169	UniClust90_GJBLDLDM02015|1__6|SGB89423
SRR33750959.12783469__2.12626599	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750959.12783878__2.12627000	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750959.12783284__2.12626417	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750959.12783682__2.12626807	UniClust90_OALLKAFI03588|1__4|SGB84078
SRR33750959.12785364__2.12628471	UniClust90_HGAMACDH00869|1__8|SGB128778
SRR33750959.12785552__2.12628658	UniClust90_EMIDINFL01394|1__18|SGB73712
SRR33750959.12786418__2.12629515	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750959.12786387__2.12629485	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750959.12786576__2.12629673	UniClust90_BGMDAEJF01557|1__4|SGB122526
SRR33750959.12789197__2.12632263	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750959.12789146__2.12632212	UniClust90_AJOPLCMM01205|1__17|SGB84811
SRR33750959.12790801__2.12633844	UniClust90_HOPPLHLN00150|1__9|SGB128471
SRR33750959.12792089__2.12635122	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750959.12792137__2.12635168	UniClust90_FOJGPGMP01191|1__12|SGB133334
SRR33750959.12791718__2.12634752	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750959.12793277__2.12636296	UniClust90_PICJGFGP01662|5__8|SGB89423
SRR33750959.12792863__2.12635887	UniClust90_LLIEHLNH03364|1__5|SGB130007
SRR33750959.12793498__2.12636515	UniRef90_A0A1Q8B9M3|1__7|SGB17587
SRR33750959.12793852__2.12636866	UniRef90_A0A2V5SAL7|1__8|SGB52719
SRR33750959.12794533__2.12637542	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750959.12794814__2.12637820	UniClust90_OCJAPFEA05893|1__11|SGB125949
SRR33750959.12795128__2.12638128	UniRef90_A0A1Q7BHU6|1__5|SGB56640
SRR33750959.12796351__2.12639338	UniClust90_EJAHAFID04664|1__5|SGB130007
SRR33750959.12796487__2.12639473	UniClust90_LAIOJIGH03518|1__9|SGB122683
SRR33750959.12797532__2.12640503	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750959.12798610__2.12641567	UniClust90_NOMIGGEC01038|1__12|SGB125949
SRR33750959.12799221__2.12642173	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750959.12800171__2.12643115	UniClust90_OAHKOOFD02689|4__9|SGB122526
SRR33750959.12800801__2.12643742	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750959.12800927__2.12643864	UniClust90_OEKPEMHO02209|1__20|SGB129874
SRR33750959.12801399__2.12644328	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750959.12801419__2.12644348	UniClust90_EHIAFBHG01758|1__12|SGB128778
SRR33750959.12802175__2.12645092	UniRef90_A0A1Q7BM71|1__7|SGB56638
SRR33750959.12802450__2.12645366	UniClust90_EHIAFBHG02294|1__10|SGB128778
SRR33750959.12803234__2.12646139	UniClust90_NDLOHHIE01981|1__13|SGB184459
SRR33750959.12803399__2.12646304	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.12803971__2.12646872	UniClust90_EGGMCINA00340|1__17|SGB131808
SRR33750959.12805292__2.12648185	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750959.12808492__2.12651355	UniClust90_HGAMACDH02284|1__7|SGB128778
SRR33750959.12808927__2.12651784	UniClust90_NECMKPAF04633|1__8|SGB89408
SRR33750959.12809006__2.12651863	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750959.12809830__2.12652685	UniClust90_OOJLFJAP01027|1__6|SGB89423
SRR33750959.12810169__2.12653018	UniClust90_GHPINBAM00901|1__8|SGB84331
SRR33750959.12810458__2.12653302	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750959.12811846__2.12654679	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750959.12811162__2.12654000	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750959.12812007__2.12654839	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750959.12812984__2.12655805	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750959.12813775__2.12656589	UniRef90_A0A0R3M8M5|1__8|SGB11343
SRR33750959.12814299__2.12657107	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750959.12815531__2.12658324	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750959.12816153__2.12658935	UniClust90_EHFFKAJJ00646|2__5|SGB74780
SRR33750959.12816683__2.12659454	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750959.12817037__2.12659805	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750959.12817777__2.12660538	UniClust90_FCKBNHJJ01883|1__13|SGB86769
SRR33750959.12817801__2.12660562	UniClust90_MOPOFHCP01601|1__8|SGB89408
SRR33750959.12819028__2.12661779	UniClust90_IDPAEINK00794|10__13|SGB89725
SRR33750959.12820009__2.12662752	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750959.12820325__2.12663062	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750959.12820724__2.12663455	UniClust90_PLNJEBMN01445|4__8|SGB133091
SRR33750959.12820244__2.12662982	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.12821380__2.12664106	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750959.12822836__2.12665551	UniClust90_DPLIHBNC01575|1__6|SGB89725
SRR33750959.12823227__2.12665937	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750959.12824219__2.12666919	UniRef90_UPI0003FFE622|4__8|SGB31988
SRR33750959.12824368__2.12667067	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750959.12825001__2.12667692	UniRef90_A0A2V5RTR0|1__4|SGB52719
SRR33750959.12825582__2.12668267	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750959.12826808__2.12669486	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750959.12827389__2.12670061	UniClust90_DHFBAFBN01111|3__11|SGB133121
