SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.18173898__2.17982636	UniClust90_EJAHAFID04664|1__5|SGB130007
SRR33750937.18174018__2.17982752	UniClust90_IOFPBIHC04359|1__6|SGB130007
SRR33750937.18174125__2.17982859	UniClust90_HJKNIEHA00144|2__11|SGB89408
SRR33750937.18174598__2.17983328	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750937.18175167__2.17983891	UniClust90_ANDLCEDJ01083|1__3|SGB133091
SRR33750937.18175438__2.17984161	UniClust90_LLIEHLNH01494|1__6|SGB130007
SRR33750937.18176103__2.17984818	UniRef90_A0A1Q8BAM7|1__7|SGB17587
SRR33750937.18176823__2.17985530	UniClust90_EHKFGODG01631|1__10|SGB134112
SRR33750937.18177849__2.17986547	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750937.18178159__2.17986855	UniClust90_BIEFPEBK00361|1__4|SGB56638
SRR33750937.18178371__2.17987065	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750937.18179185__2.17987873	UniClust90_IKFICPHP02298|1__14|SGB66463
SRR33750937.18179402__2.17988090	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18180840__2.17989520	UniClust90_CMJGEBLA02781|1__7|SGB89408
SRR33750937.18181583__2.17990257	UniClust90_LBNBBHCE00408|1__19|SGB128865
SRR33750937.18181653__2.17990327	UniRef90_A0A1Q7BYJ8|5__8|SGB56638
SRR33750937.18182740__2.17991402	UniRef90_A0A2V6KCP0|1__11|SGB52719
SRR33750937.18184512__2.17993164	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750937.18185346__2.17993993	UniClust90_IJHKGIGD00623|1__7|SGB128471
SRR33750937.18186291__2.17994934	UniClust90_ECOHMLGB02481|4__7|SGB56640
SRR33750937.18187133__2.17995771	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750937.18187989__2.17996625	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750937.18189084__2.17997716	UniRef90_A0A2V5LQ93|1__6|SGB52719
SRR33750937.18189214__2.17997845	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750937.18189449__2.17998079	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750937.18189882__2.17998509	UniRef90_A0A2V6DMW0|1__14|SGB22169
SRR33750937.18189919__2.17998546	UniRef90_A0A2V6DMW0|1__14|SGB22169
SRR33750937.18189904__2.17998531	UniClust90_NNEGPIJI03716|1__11|SGB127159
SRR33750937.18191040__2.17999656	UniRef90_A0A2V6TUL8|1__8|SGB24057
SRR33750937.18191468__2.18000080	UniClust90_IPBGJNGD01333|3__9|SGB89408
SRR33750937.18192003__2.18000612	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750937.18192892__2.18001493	UniClust90_IBMDDACE01290|1__8|SGB128778
SRR33750937.18194038__2.18002633	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750937.18194456__2.18003046	UniRef90_A0A2V5RD29|1__7|SGB52719
SRR33750937.18195128__2.18003712	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750937.18197017__2.18005587	UniClust90_PIJGIFJB02755|1__4|SGB89423
SRR33750937.18201707__2.18010247	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750937.18202128__2.18010664	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750937.18202581__2.18011115	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18203664__2.18012192	UniClust90_HOPPLHLN00148|1__10|SGB128471
SRR33750937.18204215__2.18012740	UniClust90_OJGLOKOM03174|1__6|SGB84075
SRR33750937.18204552__2.18013075	UniClust90_OIPOEBPA02934|1__4|SGB84075
SRR33750937.18205176__2.18013695	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750937.18205252__2.18013771	UniClust90_ENCMJEIO06456|1__24|SGB87004
SRR33750937.18204295__2.18012819	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750937.18206240__2.18014750	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750937.18207167__2.18015667	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750937.18206888__2.18015388	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750937.18208069__2.18016564	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750937.18208299__2.18016793	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750937.18208992__2.18017483	UniClust90_PPJAIDOO03970|1__6|SGB84075
SRR33750937.18210274__2.18018757	UniClust90_BGDHDLNA01758|1__9|SGB84075
SRR33750937.18210499__2.18018981	UniClust90_GPDICDPN01060|5__8|SGB89423
SRR33750937.18211259__2.18019734	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750937.18212229__2.18020699	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.18212348__2.18020815	UniClust90_PPDCKKGL00670|1__9|SGB133090
SRR33750937.18213623__2.18022079	UniRef90_A0A2V6JZD5|1__6|SGB52719
SRR33750937.18213243__2.18021703	UniClust90_HOPPLHLN01180|1__8|SGB128471
SRR33750937.18213255__2.18021715	UniClust90_PPJAIDOO02802|1__6|SGB84075
SRR33750937.18214328__2.18022777	UniClust90_IPBGJNGD00190|1__7|SGB89408
SRR33750937.18214739__2.18023186	UniClust90_LEJLODHJ01555|1__4|SGB89423
SRR33750937.18215265__2.18023705	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750937.18216113__2.18024547	UniClust90_FILJKMJP00579|1__9|SGB55930
SRR33750937.18215767__2.18024205	UniClust90_FOJGPGMP00969|1__3|SGB133334
SRR33750937.18217375__2.18025799	UniClust90_NMMEDCHE01638|1__4|SGB89423
SRR33750937.18217621__2.18026045	UniClust90_ENBABIAF00632|1__8|SGB128778
SRR33750937.18217896__2.18026318	UniClust90_CDCDKIIJ01453|1__11|SGB84331
SRR33750937.18219839__2.18028245	UniClust90_PKNCJFOJ02152|1__4|SGB56640
SRR33750937.18220349__2.18028752	UniClust90_ECOHMLGB02481|4__7|SGB56640
SRR33750937.18220746__2.18029148	UniClust90_NNEGPIJI01330|1__9|SGB127159
SRR33750937.18220966__2.18029367	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750937.18222416__2.18030805	UniClust90_CHLBPEBB00072|1__8|SGB89725
SRR33750937.18223264__2.18031643	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750937.18224160__2.18032529	UniRef90_A0A2V5KWN2|1__11|SGB52720
SRR33750937.18225686__2.18034046	UniClust90_DONCHACG07676|1__18|SGB73712
SRR33750937.18227008__2.18035359	UniClust90_DAODNPOA01190|1__12|SGB89725
SRR33750937.18227288__2.18035636	UniClust90_GMEAMNGB00538|1__22|SGB134112
SRR33750937.18226983__2.18035334	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750937.18228126__2.18036465	UniRef90_A0A1Q8BDF9|1__9|SGB17587
SRR33750937.18228468__2.18036804	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750937.18228793__2.18037129	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750937.18229586__2.18037918	UniClust90_KKJMBHPC02749|1__24|SGB128677
SRR33750937.18229609__2.18037941	UniClust90_KKJMBHPC02749|1__24|SGB128677
SRR33750937.18230941__2.18039265	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750937.18230947__2.18039271	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750937.18231200__2.18039521	UniClust90_EMAEKJAG00032|8__19|SGB128987
SRR33750937.18231612__2.18039929	UniClust90_DJBDGBNB01295|1__8|SGB89725
SRR33750937.18234486__2.18042781	UniClust90_GIDCBJMF00430|1__9|SGB134112
SRR33750937.18234953__2.18043244	UniRef90_A0A2V8H121|1__3|SGB17587
SRR33750937.18235059__2.18043349	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750937.18236168__2.18044451	UniClust90_FNPCGKEP04477|1__8|SGB84078
SRR33750937.18236183__2.18044466	UniClust90_LACEKAON02550|1__10|SGB129874
SRR33750937.18236417__2.18044699	UniClust90_CDCDKIIJ02034|1__8|SGB84331
SRR33750937.18236617__2.18044896	UniClust90_CDCDKIIJ02034|1__8|SGB84331
SRR33750937.18236940__2.18045216	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750937.18236887__2.18045163	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18237030__2.18045306	UniClust90_PIHLJOEE04725|1__8|SGB84075
SRR33750937.18238893__2.18047151	UniClust90_PLNJEBMN01430|1__6|SGB133091
SRR33750937.18239012__2.18047270	UniClust90_HNBLJKFC01798|6__16|SGB128778
SRR33750937.18240214__2.18048461	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750937.18242011__2.18050236	UniClust90_DIAGDOFC00777|2__21|SGB127197
SRR33750937.18244250__2.18052461	UniClust90_GDNFGEJI02922|3__6|SGB52720
SRR33750937.18244358__2.18052569	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750937.18245223__2.18053423	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750937.18245719__2.18053912	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750937.18245295__2.18053494	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750937.18247848__2.18056025	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750937.18248645__2.18056816	UniRef90_A0A2V5RUC5|1__10|SGB52719
SRR33750937.18248612__2.18056783	UniClust90_DJBDGBNB01295|1__8|SGB89725
SRR33750937.18251400__2.18059543	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750937.18251404__2.18059547	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750937.18252139__2.18060276	UniClust90_IDPAEINK02473|1__5|SGB89725
SRR33750937.18253459__2.18061588	UniRef90_A0A2V5L694|1__5|SGB52720
SRR33750937.18254487__2.18062607	UniRef90_A0A1Q7B6D0|1__5|SGB73517
SRR33750937.18254853__2.18062968	UniClust90_CAGCLOCO00696|7__13|SGB89423
SRR33750937.18256075__2.18064166	UniClust90_GIMAHFHH00903|1__12|SGB89408
SRR33750937.18256224__2.18064315	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750937.18256190__2.18064281	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750937.18257151__2.18065234	UniClust90_BGDHDLNA01148|1__12|SGB84075
SRR33750937.18257387__2.18065470	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18257486__2.18065568	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18257696__2.18065775	UniClust90_JHHAJKKH02960|1__16|SGB154096
SRR33750937.18258379__2.18066446	UniClust90_GEHFPKBH03669|1__6|SGB84075
SRR33750937.18259922__2.18067976	UniClust90_MEABCEIN01483|1__6|SGB84078
SRR33750937.18260305__2.18068352	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750937.18261210__2.18069244	UniClust90_PKNCJFOJ03756|1__5|SGB56640
SRR33750937.18261860__2.18069888	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750937.18262530__2.18070556	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750937.18262727__2.18070753	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18264259__2.18072267	UniClust90_EBKBLHBP01644|4__8|SGB133090
SRR33750937.18265523__2.18073514	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750937.18265637__2.18073628	UniRef90_A0A1Q7J1L4|1__4|SGB84075
SRR33750937.18266694__2.18074675	UniClust90_OALLKAFI06503|1__7|SGB84078
SRR33750937.18267010__2.18074981	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750937.18267087__2.18075057	UniRef90_A0A2V8KC76|1__4|SGB17587
SRR33750937.18269257__2.18077204	UniClust90_PKNCJFOJ03756|1__5|SGB56640
SRR33750937.18270174__2.18078111	UniClust90_HGAMACDH01319|1__8|SGB128778
SRR33750937.18271403__2.18079325	UniClust90_DJBDGBNB00607|1__6|SGB89725
SRR33750937.18272595__2.18080503	UniRef90_A0A1I1TTA1|1__11|SGB8289
SRR33750937.18274865__2.18082734	UniClust90_GIMAHFHH00842|1__8|SGB89408
SRR33750937.18274869__2.18082738	UniClust90_GIMAHFHH00842|1__8|SGB89408
SRR33750937.18275182__2.18083047	UniClust90_OEKPEMHO01566|1__13|SGB129874
SRR33750937.18275342__2.18083202	UniClust90_PCFEFNCA02351|1__8|SGB89408
SRR33750937.18277139__2.18084977	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.18277767__2.18085599	UniClust90_FMPEHDNM00831|1__5|SGB89423
SRR33750937.18277854__2.18085684	UniClust90_IOFPBIHC00603|1__6|SGB130007
SRR33750937.18278290__2.18086117	UniClust90_JFOPKFBK00773|1__4|SGB122683
SRR33750937.18278844__2.18086663	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.18279131__2.18086942	UniRef90_A0A2V6P024|1__5|SGB52754
SRR33750937.18279458__2.18087266	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.18280828__2.18088620	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.18281008__2.18088795	UniClust90_PPJAIDOO02408|1__6|SGB84075
SRR33750937.18281258__2.18089042	UniClust90_PKCJLHDA01088|1__7|SGB89408
SRR33750937.18281263__2.18089047	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750937.18282386__2.18090150	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18283030__2.18090783	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750937.18283210__2.18090962	UniClust90_AMDOLPBA01841|1__12|SGB73712
SRR33750937.18285212__2.18092944	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750937.18285736__2.18093463	UniClust90_EDBNNBOB01936|1__5|SGB56640
SRR33750937.18286438__2.18094155	UniRef90_A0A1Q8B5R9|1__4|SGB17587
SRR33750937.18286439__2.18094156	UniClust90_PICJGFGP02349|1__4|SGB89423
SRR33750937.18286585__2.18094301	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750937.18286694__2.18094409	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750937.18287545__2.18095249	UniClust90_CBDKFAGD01174|1__15|SGB73712
SRR33750937.18288947__2.18096640	UniRef90_A0A2V8L1X0|1__7|SGB17587
SRR33750937.18289295__2.18096985	UniClust90_OALLKAFI00543|1__7|SGB84078
SRR33750937.18289694__2.18097379	UniClust90_OJGLOKOM01699|1__8|SGB84075
SRR33750937.18290016__2.18097699	UniClust90_PIHLJOEE04376|1__4|SGB84075
SRR33750937.18291044__2.18098715	UniClust90_AJOJABBL01679|1__6|SGB89423
SRR33750937.18292466__2.18100119	UniClust90_MKNNHAML03493|1__6|SGB56638
SRR33750937.18293187__2.18100826	UniClust90_FNPCGKEP01306|1__4|SGB84078
SRR33750937.18293684__2.18101317	UniRef90_A0A1Q7B4C1|1__9|SGB56640
SRR33750937.18293622__2.18101255	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750937.18294685__2.18102310	UniClust90_IGKPANEM01108|1__9|SGB128987
SRR33750937.18296485__2.18104092	UniClust90_DKPIMPKF00709|1__16|SGB84079
SRR33750937.18297262__2.18104862	UniRef90_A0A2V7BMC8|1__11|SGB24062
SRR33750937.18298994__2.18106573	UniRef90_A0A2V5LM84|1__5|SGB52720
SRR33750937.18299007__2.18106586	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750937.18301302__2.18108855	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750937.18302165__2.18109704	UniClust90_LACEKAON00204|1__9|SGB129874
SRR33750937.18302825__2.18110354	UniClust90_PIHLJOEE03453|1__7|SGB84075
SRR33750937.18302886__2.18110414	UniClust90_PIHLJOEE03453|1__7|SGB84075
SRR33750937.18302979__2.18110505	UniClust90_PIHLJOEE03453|1__7|SGB84075
SRR33750937.18303155__2.18110678	UniClust90_HOPPLHLN01739|1__17|SGB128471
SRR33750937.18303816__2.18111335	UniRef90_UPI000A062263|1__12|SGB31987
SRR33750937.18304230__2.18111744	UniRef90_A0A2V6APV3|1__10|SGB52714
SRR33750937.18305840__2.18113329	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750937.18307445__2.18114917	UniClust90_FOJGPGMP01794|1__10|SGB133334
SRR33750937.18309648__2.18117104	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750937.18309226__2.18116687	UniClust90_EOFGAKMC00315|1__6|SGB84075
SRR33750937.18312873__2.18120289	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750937.18313535__2.18120941	UniClust90_JJIPPMBI00978|1__9|SGB133090
SRR33750937.18314710__2.18122107	UniClust90_KPGCMLFP03268|1__7|SGB89408
SRR33750937.18315609__2.18122997	UniClust90_EKCLMAKM02119|1__8|SGB89408
SRR33750937.18316102__2.18123481	UniClust90_EKCLMAKM02119|1__8|SGB89408
SRR33750937.18319298__2.18126647	UniClust90_IOFPBIHC03266|1__6|SGB130007
SRR33750937.18320175__2.18127514	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750937.18320935__2.18128263	UniClust90_LJMOGHMP00294|1__12|SGB128778
SRR33750937.18321492__2.18128813	UniClust90_CHMIEHDJ03105|4__8|SGB56640
SRR33750937.18322139__2.18129455	UniRef90_A0A1Q7B4K4|1__5|SGB56640
SRR33750937.18322564__2.18129878	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750937.18324275__2.18131568	UniClust90_LLIEHLNH01635|1__5|SGB130007
SRR33750937.18324572__2.18131862	UniRef90_A0A2V5YPL9|4__12|SGB52714
SRR33750937.18324917__2.18132201	UniClust90_PJKCPLGD01524|1__3|SGB89423
SRR33750937.18325270__2.18132551	UniClust90_AOOKIOHM00609|1__5|SGB52720
SRR33750937.18325309__2.18132590	UniClust90_AOOKIOHM00609|1__5|SGB52720
SRR33750937.18325734__2.18133012	UniClust90_ECPMDCCK02653|4__7|SGB56638
SRR33750937.18326485__2.18133755	UniClust90_BOKHIPMC02144|1__6|SGB130007
SRR33750937.18326931__2.18134198	UniClust90_IDPAEINK00158|1__3|SGB89725
SRR33750937.18329143__2.18136384	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750937.18330017__2.18137251	UniClust90_DIBLBONP01570|1__6|SGB84078
SRR33750937.18333359__2.18140569	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750937.18333685__2.18140892	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.18334114__2.18141318	UniRef90_A0A345ZY02|1__11|SGB89408
SRR33750937.18334544__2.18141744	UniClust90_BOKHIPMC01022|1__5|SGB130007
SRR33750937.18338469__2.18145614	UniClust90_CMJGEBLA03651|1__9|SGB89408
SRR33750937.18341075__2.18148190	UniClust90_BMLHJGFC03499|1__9|SGB132743
SRR33750937.18341728__2.18148834	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.18342227__2.18149326	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750937.18342365__2.18149463	UniClust90_NHHHKJJE03593|1__8|SGB125949
SRR33750937.18343200__2.18150282	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750937.18344845__2.18151908	UniClust90_DCLMLFKJ03138|3__7|SGB94420
SRR33750937.18345864__2.18152920	UniRef90_A0A2V5J1J9|1__15|SGB52720
SRR33750937.18345945__2.18152999	UniClust90_LLHLEBOE00894|1__3|SGB89423
SRR33750937.18347955__2.18154976	UniClust90_OEKPEMHO04045|1__11|SGB129874
SRR33750937.18348117__2.18155136	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750937.18348322__2.18155339	UniClust90_DONCHACG03985|1__10|SGB73712
SRR33750937.18351324__2.18158303	UniClust90_KIMNEABG01316|1__7|SGB131913
SRR33750937.18350194__2.18157190	UniClust90_CLKGBKMO00675|1__4|SGB56638
SRR33750937.18351964__2.18158936	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750937.18353851__2.18160802	UniRef90_A0A1I1X5P5|2__12|SGB8289
SRR33750937.18353906__2.18160856	UniClust90_ANDLCEDJ00965|1__6|SGB133091
SRR33750937.18354999__2.18161937	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750937.18356392__2.18163314	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750937.18356408__2.18163330	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750937.18358582__2.18165478	UniClust90_KMEALJDO01893|2__6|SGB84078
SRR33750937.18358778__2.18165670	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750937.18359324__2.18166213	UniRef90_A0A2V8GYR1|1__4|SGB17587
SRR33750937.18359634__2.18166521	UniClust90_CKIMIKLI04577|1__19|SGB133129
SRR33750937.18360510__2.18167386	UniClust90_EOFGAKMC00632|1__7|SGB84075
SRR33750937.18360839__2.18167710	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750937.18360936__2.18167806	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18361651__2.18168514	UniClust90_EJHPGLNK01677|1__5|SGB89423
SRR33750937.18363052__2.18169902	UniClust90_PPJAIDOO03992|1__7|SGB84075
SRR33750937.18363356__2.18170203	UniClust90_BHLGKCAN03061|1__9|SGB56640
SRR33750937.18363943__2.18170786	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750937.18364065__2.18170905	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750937.18366004__2.18172825	UniClust90_NECMKPAF03062|1__7|SGB89408
SRR33750937.18366595__2.18173413	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750937.18367250__2.18174059	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750937.18368786__2.18175583	UniClust90_ECOHMLGB01588|8__11|SGB56640
SRR33750937.18371401__2.18178176	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750937.18371859__2.18178629	UniClust90_ENBABIAF01149|1__9|SGB128778
SRR33750937.18371890__2.18178660	UniClust90_ENBABIAF01149|1__9|SGB128778
SRR33750937.18373784__2.18180539	UniRef90_A0A2V5J8Y2|1__3|SGB52720
SRR33750937.18373824__2.18180579	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750937.18377717__2.18184439	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750937.18380538__2.18187235	UniClust90_EJAHAFID00710|1__7|SGB130007
SRR33750937.18380212__2.18186912	UniClust90_OEKPEMHO00540|1__11|SGB129874
SRR33750937.18381288__2.18187974	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.18381601__2.18188287	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750937.18381818__2.18188499	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750937.18382401__2.18189076	UniClust90_HFGOKILN01691|1__7|SGB73718
SRR33750937.18382636__2.18189306	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750937.18383260__2.18189920	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750937.18383510__2.18190167	UniClust90_CKIMIKLI01134|1__13|SGB133129
SRR33750937.18383743__2.18190400	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750937.18383396__2.18190054	UniClust90_ENCMJEIO01306|1__19|SGB87004
SRR33750937.18384175__2.18190829	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750937.18384410__2.18191063	UniClust90_CMJGEBLA02385|1__8|SGB89408
SRR33750937.18386329__2.18192952	UniClust90_HOMJAIDI01111|1__5|SGB89423
SRR33750937.18386340__2.18192963	UniClust90_IJHKGIGD02566|1__12|SGB128471
SRR33750937.18387054__2.18193670	UniRef90_A0A1C5K3A7|1__13|SGB16474
SRR33750937.18386622__2.18193242	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750937.18387589__2.18194195	UniClust90_JHBOFGEP02578|1__6|SGB56638
SRR33750937.18388403__2.18195002	UniClust90_EKCLMAKM05168|1__8|SGB89408
SRR33750937.18388604__2.18195202	UniRef90_A0A1Q6V8I5|1__10|SGB52720
SRR33750937.18388796__2.18195394	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750937.18389023__2.18195619	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750937.18389572__2.18196162	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.18390481__2.18197064	UniClust90_MDILPPEF00559|1__3|SGB89423
SRR33750937.18391212__2.18197789	UniRef90_UPI000481037C|1__8|SGB31987
SRR33750937.18392915__2.18199475	UniRef90_A0A2V5J5V8|1__5|SGB52720
SRR33750937.18392957__2.18199517	UniRef90_A0A2V8H6T5|1__8|SGB17587
SRR33750937.18393173__2.18199732	UniClust90_FNPCGKEP00330|4__8|SGB84078
SRR33750937.18393276__2.18199834	UniClust90_DPLIHBNC01179|1__5|SGB89725
SRR33750937.18394470__2.18201010	UniClust90_NECMKPAF05136|1__7|SGB89408
SRR33750937.18396380__2.18202902	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750937.18396875__2.18203391	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.18398677__2.18205178	UniClust90_CEIBDEKO01696|1__8|SGB133121
SRR33750937.18400050__2.18206539	UniClust90_HNBLJKFC01798|6__16|SGB128778
SRR33750937.18400127__2.18206615	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750937.18400129__2.18206617	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750937.18400323__2.18206809	UniRef90_A0A2V8KGG3|1__13|SGB22097
SRR33750937.18400793__2.18207273	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750937.18402557__2.18209019	UniRef90_A0A2V8KXH7|1__8|SGB17587
SRR33750937.18403162__2.18209614	UniClust90_OBPNKPOH02959|1__3|SGB133334
SRR33750937.18403342__2.18209794	UniRef90_A0A2C3KEE1|5__9|SGB7708
SRR33750937.18403876__2.18210320	UniClust90_PKNCJFOJ01298|9__13|SGB56640
SRR33750937.18404031__2.18210471	UniRef90_A0A1Q7B4K4|1__5|SGB56640
SRR33750937.18405154__2.18211583	UniClust90_ABOOFKJJ01515|1__7|SGB127159
SRR33750937.18405253__2.18211682	UniClust90_ABOOFKJJ01515|1__7|SGB127159
SRR33750937.18406482__2.18212899	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750937.18406483__2.18212900	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750937.18406512__2.18212927	UniClust90_HFGOKILN03316|1__10|SGB73718
SRR33750937.18407937__2.18214341	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750937.18407971__2.18214375	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750937.18408008__2.18214412	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750937.18410324__2.18216702	UniClust90_PIHLJOEE00258|1__13|SGB84075
SRR33750937.18410395__2.18216773	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750937.18411607__2.18217973	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750937.18413495__2.18219841	UniRef90_A0A2V8JR76|1__5|SGB17587
SRR33750937.18416982__2.18223296	UniClust90_IBMDDACE00584|7__22|SGB128778
SRR33750937.18418676__2.18224969	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750937.18422083__2.18228348	UniClust90_IPBGJNGD02076|1__13|SGB89408
SRR33750937.18422918__2.18229170	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750937.18423914__2.18230159	UniClust90_IOFPBIHC02689|1__9|SGB130007
