SRR33750958.128__1.127	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750958.11278893__2.11119063	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750958.11278936__2.11119105	UniClust90_KMAFGGLE03368|1__21|SGB176226
SRR33750958.11279008__2.11119177	UniClust90_GMGIGFBN02468|1__12|SGB128987
SRR33750958.11279684__2.11119841	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750958.11280193__2.11120344	UniClust90_MDGCCGDH01476|1__5|SGB56640
SRR33750958.11281137__2.11121276	UniRef90_A0A1W1I244|1__14|SGB9035
SRR33750958.11281372__2.11121508	UniClust90_CAGCLOCO01516|1__3|SGB89423
SRR33750958.11281492__2.11121628	UniClust90_PJBHHLBH01293|1__8|SGB74789
SRR33750958.11281888__2.11122018	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750958.11281826__2.11121958	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750958.11283583__2.11123692	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750958.11283915__2.11124019	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750958.11285167__2.11125257	UniClust90_GNADLFLM05994|1__19|SGB126432
SRR33750958.11285656__2.11125739	UniClust90_GCGKKIDB01120|1__15|SGB87916
SRR33750958.11285514__2.11125598	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750958.11287310__2.11127380	UniClust90_BGMDAEJF00615|6__11|SGB122526
SRR33750958.11287506__2.11127575	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750958.11288174__2.11128235	UniClust90_AJCHDNJA03717|1__17|SGB170567
SRR33750958.11289820__2.11129858	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750958.11289861__2.11129899	UniRef90_A0A2V6R9N6|1__6|SGB56143
SRR33750958.11290039__2.11130077	UniRef90_G9Z646|4__11|SGB10104
SRR33750958.11290372__2.11130404	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11290745__2.11130772	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750958.11292118__2.11132130	UniClust90_GJEIHIOJ02066|1__9|SGB122526
SRR33750958.11294217__2.11134210	UniClust90_EOFGAKMC00315|1__6|SGB84075
SRR33750958.11294141__2.11134134	UniClust90_DPLIHBNC00542|1__4|SGB89725
SRR33750958.11294699__2.11134687	UniClust90_HMPPKHGP01443|1__5|SGB133091
SRR33750958.11296968__2.11136926	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750958.11297651__2.11137594	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750958.11298981__2.11138902	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750958.11299523__2.11139440	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750958.11301726__2.11141617	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750958.11302968__2.11142843	UniClust90_ELKMOIOH00462|1__6|SGB122683
SRR33750958.11303155__2.11143027	UniRef90_A0A1Q7B849|1__4|SGB56640
SRR33750958.11304294__2.11144153	UniClust90_JHNMEHIJ03596|2__6|SGB56640
SRR33750958.11305527__2.11145365	UniClust90_EDBNNBOB00147|1__8|SGB56640
SRR33750958.11306918__2.11146745	UniClust90_FPGDCGCP01935|1__4|SGB89423
SRR33750958.11307043__2.11146869	UniClust90_FPGDCGCP01935|1__4|SGB89423
SRR33750958.11306708__2.11146537	UniClust90_FPGDCGCP01935|1__4|SGB89423
SRR33750958.11307558__2.11147379	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750958.11308440__2.11148250	UniClust90_AMOFFOJE01263|1__7|SGB133121
SRR33750958.11308471__2.11148281	UniClust90_LAIOJIGH00940|1__6|SGB122683
SRR33750958.11308951__2.11148756	UniClust90_LLIEHLNH02323|1__5|SGB130007
SRR33750958.11310140__2.11149927	UniClust90_ICLCAGBO01265|1__8|SGB131913
SRR33750958.11311181__2.11150956	UniClust90_NNOGEMDJ01707|1__16|SGB128987
SRR33750958.11312055__2.11151822	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750958.11312307__2.11152072	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750958.11312572__2.11152334	UniClust90_BDNGBGFH02479|1__11|SGB125634
SRR33750958.11312731__2.11152492	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750958.11312884__2.11152645	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750958.11312991__2.11152750	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.11315120__2.11154848	UniClust90_BGMDAEJF01112|1__5|SGB122526
SRR33750958.11317896__2.11157589	UniClust90_BGBNJMLN02087|1__7|SGB86773
SRR33750958.11320453__2.11160107	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750958.11320307__2.11159961	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750958.11320796__2.11160448	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750958.11321496__2.11161142	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750958.11322261__2.11161897	UniClust90_OOJDGJFL00994|1__11|SGB74789
SRR33750958.11322665__2.11162298	UniClust90_NOMIGGEC02314|1__11|SGB125949
SRR33750958.11322475__2.11162110	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750958.11324992__2.11164588	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750958.11325065__2.11164660	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750958.11326023__2.11165610	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750958.11325809__2.11165399	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750958.11327107__2.11166683	UniClust90_GJEIHIOJ03805|4__7|SGB122526
SRR33750958.11327541__2.11167114	UniClust90_EJFOFLBH00016|1__3|SGB133091
SRR33750958.11327135__2.11166711	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750958.11330704__2.11170239	UniClust90_KPGCMLFP00529|4__21|SGB89408
SRR33750958.11330800__2.11170332	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750958.11331157__2.11170687	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750958.11331767__2.11171293	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750958.11332977__2.11172493	UniClust90_DJBDGBNB03404|1__8|SGB89725
SRR33750958.11334190__2.11173700	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.11334484__2.11173991	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11334170__2.11173680	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.11335855__2.11175346	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750958.11336671__2.11176153	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750958.11337595__2.11177061	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750958.11337843__2.11177302	UniRef90_A0A2V5ZJV1|1__7|SGB125634
SRR33750958.11341097__2.11180521	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750958.11341564__2.11180983	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750958.11342245__2.11181654	UniClust90_IOFPBIHC00783|1__6|SGB130007
SRR33750958.11343926__2.11183305	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750958.11343195__2.11182583	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750958.11345079__2.11184450	UniClust90_DJBDGBNB03164|1__3|SGB89725
SRR33750958.11345083__2.11184454	UniRef90_A0A2V6DRW9|1__7|SGB22169
SRR33750958.11349377__2.11188695	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.11350105__2.11189413	UniRef90_A0A2V6DI48|1__12|SGB22169
SRR33750958.11351069__2.11190366	UniClust90_EHFFKAJJ02952|1__8|SGB74780
SRR33750958.11351078__2.11190375	UniClust90_EHFFKAJJ02952|1__8|SGB74780
SRR33750958.11352076__2.11191356	UniClust90_GJEIHIOJ01051|9__15|SGB122526
SRR33750958.11352477__2.11191747	UniRef90_A0A0R3M9L2|1__6|SGB11343
SRR33750958.11352595__2.11191865	UniClust90_IOFPBIHC00612|1__5|SGB130007
SRR33750958.11355475__2.11194709	UniClust90_IOFPBIHC03296|1__5|SGB130007
SRR33750958.11356130__2.11195355	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750958.11358381__2.11197577	UniClust90_FNPCGKEP04478|1__6|SGB84078
SRR33750958.11358497__2.11197688	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750958.11358425__2.11197620	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750958.11359081__2.11198264	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750958.11360596__2.11199755	UniClust90_IAFJOFII02173|3__12|SGB134112
SRR33750958.11359684__2.11198859	UniClust90_FNPCGKEP01720|1__3|SGB84078
SRR33750958.11362167__2.11201306	UniClust90_CGHAKFKK02259|1__3|SGB74789
SRR33750958.11362324__2.11201461	UniRef90_A0A3N5UXJ7|4__9|SGB74789
SRR33750958.11363199__2.11202322	UniClust90_DJJCPPOL01462|1__16|SGB174740
SRR33750958.11363553__2.11202670	UniRef90_A0A0U1NTQ5|1__14|SGB7574
SRR33750958.11363669__2.11202786	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750958.11363777__2.11202894	UniClust90_IDPAEINK02474|3__6|SGB89725
SRR33750958.11363641__2.11202758	UniRef90_A0A0U1NTQ5|1__14|SGB7574
SRR33750958.11364500__2.11203606	UniClust90_DJBDGBNB01191|5__11|SGB89725
SRR33750958.11365313__2.11204409	UniClust90_FKNELLKK01406|1__3|SGB122683
SRR33750958.11365819__2.11204910	UniClust90_EJHPGLNK01677|1__5|SGB89423
SRR33750958.11366769__2.11205846	UniClust90_OAHKOOFD00018|5__8|SGB122526
SRR33750958.11368330__2.11207388	UniClust90_ENJECGFP00482|1__5|SGB56638
SRR33750958.11368654__2.11207711	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750958.11370368__2.11209404	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750958.11370742__2.11209776	UniClust90_PKNCJFOJ03816|3__6|SGB56640
SRR33750958.11372203__2.11211223	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750958.11376438__2.11215423	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750958.11379079__2.11218040	UniClust90_ANKLIGBF01736|1__9|SGB133334
SRR33750958.11379476__2.11218435	UniClust90_APDPPGCO02414|4__11|SGB94026
SRR33750958.11380973__2.11219921	UniClust90_LDOGOBHG00757|1__20|SGB125634
SRR33750958.11381658__2.11220599	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750958.11383524__2.11222450	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750958.11383878__2.11222798	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750958.11384660__2.11223569	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750958.11385327__2.11224230	UniRef90_A0A345ZZQ3|1__8|SGB89408
SRR33750958.11386606__2.11225495	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750958.11387408__2.11226288	UniClust90_GFHGLNMO00611|1__5|SGB133091
SRR33750958.11387312__2.11226193	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750958.11388320__2.11227193	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750958.11388428__2.11227299	UniClust90_HGAMACDH01789|1__12|SGB128778
SRR33750958.11390768__2.11229616	UniRef90_A0A2Z3KPH2|1__6|SGB13653
SRR33750958.11392847__2.11231681	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11393060__2.11231891	UniClust90_KIMIJBHB00605|1__18|SGB126432
SRR33750958.11392261__2.11231098	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750958.11394073__2.11232890	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750958.11395566__2.11234372	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750958.11396871__2.11235666	UniRef90_A0A2V5PSB4|1__8|SGB84075
SRR33750958.11398284__2.11237064	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750958.11398366__2.11237146	UniRef90_UPI000C9CBB01|1__10|SGB29935
SRR33750958.11398265__2.11237045	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750958.11399270__2.11238041	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750958.11399684__2.11238453	UniClust90_AGBJGNAA00057|1__5|SGB74789
SRR33750958.11399685__2.11238454	UniRef90_UPI0004AE80DF|1__16|SGB34376
SRR33750958.11399467__2.11238237	UniClust90_NGJGEPPB00754|12__16|SGB34360
SRR33750958.11400422__2.11239181	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750958.11400741__2.11239495	UniClust90_DJBDGBNB02806|1__5|SGB89725
SRR33750958.11401122__2.11239872	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750958.11401199__2.11239949	UniClust90_OALLKAFI01964|1__7|SGB84078
SRR33750958.11402860__2.11241589	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750958.11403041__2.11241767	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11403990__2.11242703	UniClust90_ADNPOEOK02924|1__10|SGB73712
SRR33750958.11404565__2.11243275	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11404490__2.11243200	UniClust90_ADNPOEOK01195|1__13|SGB73712
SRR33750958.11404513__2.11243223	UniClust90_OAHKOOFD02740|1__5|SGB122526
SRR33750958.11405395__2.11244098	UniRef90_A0A2V5M136|1__16|SGB52719
SRR33750958.11406610__2.11245300	UniClust90_CHMIEHDJ03105|4__8|SGB56640
SRR33750958.11406976__2.11245662	UniClust90_AHMCBMKF01403|1__6|SGB89423
SRR33750958.11408716__2.11247392	UniRef90_A0A2C2UX06|1__6|SGB7684
SRR33750958.11409126__2.11247799	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750958.11409874__2.11248543	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750958.11409936__2.11248605	UniClust90_DMCDKPDB02080|1__5|SGB89423
SRR33750958.11409901__2.11248570	UniClust90_KKJMBHPC03325|1__11|SGB128677
SRR33750958.11410377__2.11249040	UniClust90_BGDHDLNA01148|1__12|SGB84075
SRR33750958.11410810__2.11249469	UniClust90_FNPCGKEP03938|1__6|SGB84078
SRR33750958.11411755__2.11250406	UniRef90_UPI00040F4CE1|1__14|SGB33791
SRR33750958.11411814__2.11250464	UniClust90_CJJELLGD01484|1__5|SGB84331
SRR33750958.11411855__2.11250505	UniClust90_CJJELLGD01484|1__5|SGB84331
SRR33750958.11413566__2.11252186	UniRef90_A0A0J6KSP5|1__10|SGB7687
SRR33750958.11413569__2.11252189	UniClust90_LHPBCBPG01460|1__5|SGB74780
SRR33750958.11415531__2.11254117	UniRef90_A0A2V6C5F3|1__7|SGB22169
SRR33750958.11416135__2.11254715	UniClust90_DCJCBMEC03005|1__6|SGB122526
SRR33750958.11416214__2.11254793	UniClust90_IBMDDACE01790|1__13|SGB128778
SRR33750958.11416452__2.11255025	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750958.11416809__2.11255377	UniRef90_A0A2V6DMS8|1__9|SGB22169
SRR33750958.11417079__2.11255646	UniClust90_PKCJLHDA02566|1__14|SGB89408
SRR33750958.11417629__2.11256187	UniClust90_FNPCGKEP02035|1__7|SGB84078
SRR33750958.11418129__2.11256683	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750958.11418971__2.11257514	UniClust90_OALLKAFI00407|1__6|SGB84078
SRR33750958.11419228__2.11257768	UniClust90_OCJAPFEA00132|1__8|SGB125949
SRR33750958.11421906__2.11260401	UniClust90_PLNJEBMN00915|1__5|SGB133091
SRR33750958.11423197__2.11261676	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750958.11423089__2.11261568	UniRef90_A0A2A7WST2|1__11|SGB7710
SRR33750958.11424193__2.11262651	UniClust90_ODMNLHMF01934|1__4|SGB125628
SRR33750958.11424449__2.11262905	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750958.11426060__2.11264496	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11427576__2.11265989	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750958.11427376__2.11265790	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750958.11428194__2.11266599	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750958.11429775__2.11268155	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750958.11430047__2.11268424	UniClust90_JMFJJCJA01968|1__5|SGB130007
SRR33750958.11430459__2.11268831	UniRef90_A0A2V5YQJ8|1__15|SGB52714
SRR33750958.11431220__2.11269584	UniClust90_PIHLJOEE02377|1__7|SGB84075
SRR33750958.11431598__2.11269956	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750958.11431391__2.11269752	UniClust90_EHFFKAJJ03723|1__12|SGB74780
SRR33750958.11431880__2.11270237	UniClust90_IOFPBIHC00612|1__5|SGB130007
SRR33750958.11431851__2.11270208	UniClust90_IAFJOFII02606|1__3|SGB134112
SRR33750958.11432721__2.11271064	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750958.11433283__2.11271622	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750958.11433988__2.11272310	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750958.11434085__2.11272407	UniRef90_A0A2V5Z6E9|1__4|SGB52717
SRR33750958.11434278__2.11272597	UniClust90_BGMDAEJF02353|6__10|SGB122526
SRR33750958.11434279__2.11272598	UniClust90_BGMDAEJF02353|6__10|SGB122526
SRR33750958.11434600__2.11272912	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750958.11434813__2.11273124	UniClust90_CFIKCEGJ01083|6__18|SGB131808
SRR33750958.11436282__2.11274573	UniClust90_BNOEINHM02234|1__6|SGB122683
SRR33750958.11436800__2.11275088	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750958.11437300__2.11275583	UniClust90_CBDIOHJF00521|1__7|SGB89725
SRR33750958.11437686__2.11275967	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750958.11437796__2.11276075	UniRef90_A0A368WD41|1__7|SGB7710
SRR33750958.11438220__2.11276493	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750958.11438316__2.11276587	UniClust90_BMEOLCHB05410|1__19|SGB73711
SRR33750958.11439051__2.11277314	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750958.11440322__2.11278567	UniClust90_KOJPNKHF00274|1__6|SGB125699
SRR33750958.11440600__2.11278839	UniClust90_IBMDDACE00326|1__8|SGB128778
SRR33750958.11440579__2.11278818	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750958.11442259__2.11280475	UniClust90_KOJPNKHF02015|1__9|SGB125699
SRR33750958.11442699__2.11280906	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750958.11445374__2.11283565	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.11445360__2.11283551	UniClust90_GNADLFLM00461|1__18|SGB126432
SRR33750958.11445856__2.11284043	UniClust90_GMEAMNGB00785|1__9|SGB134112
SRR33750958.11446311__2.11284491	UniClust90_GNADLFLM00461|1__18|SGB126432
SRR33750958.11446815__2.11284987	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750958.11447932__2.11286081	UniRef90_A0A1Q7BYN6|1__6|SGB73517
SRR33750958.11448408__2.11286550	UniClust90_HMPPKHGP00506|1__4|SGB133091
SRR33750958.11448151__2.11286295	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750958.11449007__2.11287140	UniRef90_K6DBR5|1__16|SGB154096
SRR33750958.11450945__2.11289046	UniClust90_HGJNCPHJ04543|1__11|SGB125949
SRR33750958.11451635__2.11289725	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750958.11452068__2.11290148	UniClust90_PKMOJOJK00653|1__4|SGB84078
SRR33750958.11452734__2.11290802	UniClust90_PLNJEBMN01624|1__12|SGB133091
SRR33750958.11452786__2.11290853	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750958.11453062__2.11291125	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750958.11454311__2.11292355	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750958.11455847__2.11293875	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750958.11456022__2.11294043	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750958.11456465__2.11294478	UniClust90_EHKFGODG01634|1__14|SGB134112
SRR33750958.11456672__2.11294685	UniRef90_A0A1Q7BYS5|1__6|SGB56640
SRR33750958.11457122__2.11295129	UniClust90_GIDCBJMF00645|1__3|SGB134112
SRR33750958.11458350__2.11296340	UniClust90_GFHGLNMO00861|1__5|SGB133091
SRR33750958.11459611__2.11297587	UniClust90_CKKLCDJO00580|1__10|SGB127159
SRR33750958.11460460__2.11298421	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750958.11460640__2.11298597	UniClust90_EDBNNBOB02138|1__6|SGB56640
SRR33750958.11460973__2.11298924	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750958.11462096__2.11300038	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750958.11463422__2.11301339	UniRef90_A0A0D6Z9A9|1__5|SGB124478
SRR33750958.11465112__2.11303011	UniClust90_DPLIHBNC01729|1__6|SGB89725
SRR33750958.11465180__2.11303078	UniClust90_EGGMCINA01675|1__28|SGB131808
SRR33750958.11465515__2.11303408	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750958.11466510__2.11304388	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750958.11466859__2.11304729	UniRef90_A0A1Q7BFB4|2__6|SGB56640
SRR33750958.11467643__2.11305506	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750958.11469497__2.11307331	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750958.11470171__2.11307998	UniRef90_A0A2V6GZF1|1__3|SGB52714
SRR33750958.11472478__2.11310270	UniClust90_IDKECNGD01292|1__5|SGB74789
SRR33750958.11472397__2.11310192	UniRef90_A0A1Q7BGW6|1__5|SGB56640
SRR33750958.11474053__2.11311826	UniClust90_PIHLJOEE03997|1__9|SGB84075
SRR33750958.11475093__2.11312854	UniClust90_NOGJJOAE03274|1__10|SGB128677
SRR33750958.11475186__2.11312945	UniClust90_NOGJJOAE03274|1__10|SGB128677
SRR33750958.11476190__2.11313936	UniClust90_BKIEHKJF02126|1__6|SGB131913
SRR33750958.11476652__2.11314393	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750958.11477332__2.11315069	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750958.11477283__2.11315021	UniClust90_MELOLLPK00093|1__6|SGB133334
SRR33750958.11477724__2.11315456	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750958.11479271__2.11316992	UniClust90_FNPCGKEP00735|1__6|SGB84078
SRR33750958.11478954__2.11316678	UniClust90_OJFFJDAM01621|1__3|SGB89423
SRR33750958.11480800__2.11318504	UniClust90_PKCJLHDA01121|11__16|SGB89408
SRR33750958.11482706__2.11320387	UniClust90_DCJCBMEC03309|4__7|SGB122526
SRR33750958.11484184__2.11321848	UniClust90_ECOHMLGB00750|1__11|SGB56640
SRR33750958.11485973__2.11323621	UniClust90_MEFGMMLP01478|1__12|SGB129139
SRR33750958.11486879__2.11324519	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750958.11487235__2.11324873	UniClust90_CBDIOHJF00242|1__5|SGB89725
SRR33750958.11489007__2.11326629	UniRef90_A0A2V6HWE8|1__4|SGB52714
SRR33750958.11491791__2.11329379	UniClust90_EJFOFLBH00361|1__6|SGB133091
SRR33750958.11492529__2.11330115	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750958.11494366__2.11331935	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750958.11495453__2.11333005	UniClust90_ICLCAGBO00464|1__8|SGB131913
SRR33750958.11495734__2.11333279	UniClust90_LMDKLCGO03255|1__3|SGB131926
SRR33750958.11495526__2.11333077	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750958.11496247__2.11333791	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750958.11496451__2.11333995	UniClust90_DMCDKPDB02080|1__5|SGB89423
SRR33750958.11496409__2.11333953	UniClust90_KIMIJBHB04758|1__22|SGB126432
SRR33750958.11496589__2.11334131	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750958.11498428__2.11335947	UniClust90_PKMOJOJK03136|1__3|SGB84078
SRR33750958.11498822__2.11336339	UniClust90_AHMCBMKF02237|1__4|SGB89423
SRR33750958.11499138__2.11336651	UniClust90_GEHFPKBH03227|1__5|SGB84075
SRR33750958.11499538__2.11337046	UniClust90_DPLIHBNC01009|1__6|SGB89725
SRR33750958.11499732__2.11337239	UniClust90_IOFPBIHC03144|1__11|SGB130007
SRR33750958.11500055__2.11337558	UniRef90_A0A1Q7BHU7|1__5|SGB56640
SRR33750958.11499992__2.11337497	UniRef90_A0A1Q7BHU7|1__5|SGB56640
SRR33750958.11499817__2.11337324	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750958.11500853__2.11338344	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750958.11501459__2.11338941	UniClust90_EJFOFLBH00015|1__4|SGB133091
SRR33750958.11502004__2.11339478	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750958.11503474__2.11340931	UniClust90_EHIAFBHG01758|1__12|SGB128778
SRR33750958.11504748__2.11342185	UniClust90_JJIPPMBI01264|8__13|SGB133090
SRR33750958.11506699__2.11344116	UniClust90_HKBIJJBK01538|1__17|SGB110990
SRR33750958.11508776__2.11346168	UniClust90_BGBNJMLN00849|1__7|SGB86773
SRR33750958.11508949__2.11346338	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750958.11509253__2.11346638	UniRef90_A0A1Q7BJK5|1__10|SGB73517
SRR33750958.11509589__2.11346968	UniClust90_IIEDOAEF00847|1__13|SGB128218
SRR33750958.11510078__2.11347452	UniClust90_OHNANPPB00875|2__6|SGB74789
SRR33750958.11510164__2.11347538	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750958.11510614__2.11347984	UniClust90_PKCJLHDA01307|1__12|SGB89408
SRR33750958.11510655__2.11348025	UniClust90_JEJGNOAL00298|1__4|SGB129072
SRR33750958.11511295__2.11348660	UniClust90_JMFJJCJA01596|1__6|SGB130007
SRR33750958.11511717__2.11349078	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750958.11513626__2.11350963	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750958.11513842__2.11351173	UniRef90_A0A2V5YN40|1__14|SGB52714
SRR33750958.11513872__2.11351203	UniClust90_ICLCAGBO00464|1__8|SGB131913
SRR33750958.11514111__2.11351441	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750958.11515481__2.11352794	UniClust90_EDBNNBOB00489|1__6|SGB56640
SRR33750958.11517341__2.11354639	UniClust90_LMMAMMME03624|1__27|SGB87208
SRR33750958.11519458__2.11356732	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750958.11519682__2.11356954	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750958.11520340__2.11357607	UniClust90_GJEIHIOJ02506|1__7|SGB122526
SRR33750958.11521636__2.11358885	UniClust90_DPLIHBNC01042|1__5|SGB89725
