SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.10035022__2.9926801	UniRef90_A0A2V8KKT5|1__6|SGB17587
SRR33750957.10035403__2.9927180	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750957.10036535__2.9928299	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750957.10037009__2.9928770	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750957.10038105__2.9929857	UniClust90_JOMGGAEL01007|2__6|SGB74789
SRR33750957.10038421__2.9930169	UniClust90_CBDKFAGD06082|1__17|SGB73712
SRR33750957.10038803__2.9930546	UniRef90_A0A2V6DSS1|1__8|SGB22169
SRR33750957.10041159__2.9932874	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750957.10041316__2.9933029	UniRef90_A0A1Q7B4K4|1__5|SGB56640
SRR33750957.10041536__2.9933244	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750957.10041541__2.9933248	UniClust90_BHLGKCAN02640|1__6|SGB56640
SRR33750957.10041708__2.9933414	UniClust90_BKEMCFBC03859|12__19|SGB131913
SRR33750957.10041746__2.9933452	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750957.10042201__2.9933901	UniClust90_LPLBNIJN02353|3__7|SGB131050
SRR33750957.10042825__2.9934521	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750957.10042929__2.9934625	UniClust90_ONDKOKHP02709|6__9|SGB69252
SRR33750957.10043223__2.9934917	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750957.10043329__2.9935022	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750957.10043084__2.9934779	UniClust90_BGDHDLNA07467|1__10|SGB84075
SRR33750957.10044854__2.9936535	UniClust90_LJMOGHMP01149|1__16|SGB128778
SRR33750957.10046424__2.9938093	UniClust90_IGOKDKAE02572|1__20|SGB132218
SRR33750957.10046604__2.9938272	UniClust90_CHMIEHDJ01806|3__6|SGB56640
SRR33750957.10046857__2.9938524	UniClust90_CHLBPEBB01714|1__3|SGB89725
SRR33750957.10047194__2.9938858	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750957.10046801__2.9938468	UniClust90_OJGLOKOM02567|1__10|SGB84075
SRR33750957.10048414__2.9940066	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750957.10049101__2.9940744	UniClust90_IBMDDACE01328|1__8|SGB128778
SRR33750957.10049286__2.9940929	UniClust90_OIPOEBPA04372|1__8|SGB84075
SRR33750957.10049817__2.9941458	UniClust90_ICLCAGBO01176|1__7|SGB131913
SRR33750957.10051895__2.9943516	UniClust90_OEKPEMHO04413|1__16|SGB129874
SRR33750957.10053108__2.9944714	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750957.10052495__2.9944110	UniRef90_A0A2V8H1W6|1__20|SGB17587
SRR33750957.10053127__2.9944733	UniClust90_PLNJEBMN00336|1__6|SGB133091
SRR33750957.10054237__2.9945835	UniClust90_GKCOKCFH07061|1__14|SGB93419
SRR33750957.10054352__2.9945949	UniClust90_BOAKGFPK03105|1__18|SGB130909
SRR33750957.10055935__2.9947526	UniClust90_CHLBPEBB02874|1__5|SGB89725
SRR33750957.10056106__2.9947695	UniClust90_EOFGAKMC01069|1__12|SGB84075
SRR33750957.10056070__2.9947660	VDB|0010-0033-0-000B|MV1064-c2629-c0-c16
SRR33750957.10057478__2.9949052	UniClust90_JMFJJCJA04939|1__9|SGB130007
SRR33750957.10060683__2.9952233	UniRef90_A0A2V8KV13|1__6|SGB17587
SRR33750957.10061722__2.9953260	UniClust90_EJHPGLNK01677|1__5|SGB89423
SRR33750957.10062145__2.9953681	UniClust90_IPBGJNGD01826|1__6|SGB89408
SRR33750957.10062606__2.9954141	UniRef90_A0A120FRQ7|1__14|SGB11340
SRR33750957.10062972__2.9954503	UniClust90_IPBFKJOH03763|1__14|SGB170396
SRR33750957.10063265__2.9954794	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10063631__2.9955157	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750957.10065560__2.9957068	UniRef90_A0A2V8TYQ9|1__20|SGB54509
SRR33750957.10065476__2.9956985	UniRef90_A0A176Z1T6|7__16|SGB31987
SRR33750957.10066885__2.9958387	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750957.10069130__2.9960616	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750957.10070115__2.9961592	UniClust90_JMFJJCJA00751|1__6|SGB130007
SRR33750957.10070987__2.9962460	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750957.10071930__2.9963393	UniClust90_FPPJKHLH04434|1__8|SGB126808
SRR33750957.10072262__2.9963718	UniClust90_BHLGKCAN02232|1__6|SGB56640
SRR33750957.10072402__2.9963857	UniClust90_EJAHAFID03275|1__5|SGB130007
SRR33750957.10072738__2.9964192	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750957.10072911__2.9964363	UniClust90_EJAHAFID02835|1__6|SGB130007
SRR33750957.10073876__2.9965318	UniRef90_A0A2V5PSB4|1__8|SGB84075
SRR33750957.10074093__2.9965535	UniRef90_A0A2V5PSB4|1__8|SGB84075
SRR33750957.10074231__2.9965673	UniClust90_DBMLCDNA05574|1__18|SGB130909
SRR33750957.10075374__2.9966803	UniClust90_IAFJOFII00031|1__9|SGB134112
SRR33750957.10075527__2.9966955	UniClust90_IMMCPGKG02503|1__9|SGB128778
SRR33750957.10076225__2.9967647	UniClust90_CGMHNEHI01383|1__8|SGB94036
SRR33750957.10078476__2.9969879	UniClust90_KNJILHKM01291|6__10|SGB132462
SRR33750957.10079393__2.9970790	UniClust90_DJBDGBNB01635|1__6|SGB89725
SRR33750957.10079464__2.9970860	UniClust90_NGFNFLLG03957|1__17|SGB90580
SRR33750957.10079478__2.9970874	UniClust90_NGFNFLLG03957|1__17|SGB90580
SRR33750957.10080617__2.9972002	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10081067__2.9972449	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750957.10081540__2.9972918	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750957.10081763__2.9973139	UniClust90_GMOPFJAA02698|1__3|SGB73718
SRR33750957.10082826__2.9974192	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750957.10083009__2.9974373	UniClust90_OKNLNMAL04662|1__13|SGB133129
SRR33750957.10083781__2.9975131	UniClust90_DONCHACG01103|1__14|SGB73712
SRR33750957.10084438__2.9975784	UniClust90_DIBLBONP01237|1__4|SGB84078
SRR33750957.10084714__2.9976059	UniRef90_A0A1Q7B700|3__6|SGB56638
SRR33750957.10085395__2.9976735	UniClust90_KIHGAKFE00962|1__8|SGB128778
SRR33750957.10086273__2.9977605	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10087563__2.9978887	UniRef90_A0A1Q7BS55|6__10|SGB56640
SRR33750957.10087572__2.9978896	UniClust90_PJKCPLGD01356|1__8|SGB89423
SRR33750957.10089214__2.9980522	UniClust90_BKIEHKJF02085|1__7|SGB131913
SRR33750957.10089278__2.9980586	UniClust90_OCJAPFEA05355|1__8|SGB125949
SRR33750957.10089463__2.9980771	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750957.10089988__2.9981290	UniClust90_NECMKPAF01115|1__7|SGB89408
SRR33750957.10090787__2.9982081	UniClust90_EJAHAFID02835|1__6|SGB130007
SRR33750957.10091616__2.9982900	UniClust90_BOAKGFPK03116|1__12|SGB130909
SRR33750957.10091670__2.9982954	UniClust90_EOFGAKMC01466|1__13|SGB84075
SRR33750957.10092058__2.9983338	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750957.10092763__2.9984037	UniRef90_A0A2V5RS75|1__5|SGB52719
SRR33750957.10093566__2.9984832	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750957.10093994__2.9985258	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750957.10093374__2.9984641	UniClust90_GBLMBOPO01512|1__4|SGB133090
SRR33750957.10095661__2.9986898	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10096580__2.9987812	UniClust90_OPLEJCPF05178|1__8|SGB125949
SRR33750957.10097002__2.9988229	UniClust90_GEHFPKBH01438|1__8|SGB84075
SRR33750957.10098446__2.9989659	UniClust90_NNOGEMDJ02577|1__11|SGB128987
SRR33750957.10098650__2.9989863	UniRef90_A0A1Q7BS25|1__7|SGB56638
SRR33750957.10100251__2.9991457	UniClust90_OEKPEMHO00271|1__12|SGB129874
SRR33750957.10100859__2.9992063	UniClust90_DIBNKECP03080|3__8|SGB17587
SRR33750957.10101826__2.9993018	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750957.10102850__2.9994031	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750957.10103378__2.9994556	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750957.10106003__2.9997162	UniClust90_PIHLJOEE01276|1__7|SGB84075
SRR33750957.10108919__2.10000053	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750957.10108973__2.10000107	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750957.10110987__2.10002107	UniClust90_IDPAEINK02204|1__5|SGB89725
SRR33750957.10112081__2.10003192	UniRef90_UPI00035FE15D|1__24|SGB30552
SRR33750957.10112570__2.10003680	UniRef90_A0A1Q8B8H7|1__5|SGB17587
SRR33750957.10113990__2.10005083	UniClust90_LHBKLJGB02936|2__8|SGB133248
SRR33750957.10114854__2.10005937	UniClust90_KIMNEABG01936|1__7|SGB131913
SRR33750957.10116258__2.10007336	UniClust90_BMFCAOJM00119|1__4|SGB89407
SRR33750957.10116377__2.10007453	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750957.10117316__2.10008384	UniRef90_A0A1Q7B874|1__5|SGB56640
SRR33750957.10117809__2.10008876	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750957.10119124__2.10010179	UniClust90_LACEKAON02880|1__11|SGB129874
SRR33750957.10119880__2.10010926	UniClust90_NKPIEAHC00812|1__8|SGB73645
SRR33750957.10119948__2.10010993	UniClust90_PPDCKKGL01275|1__6|SGB133090
SRR33750957.10120637__2.10011673	UniClust90_NIPOKJEO01812|1__27|SGB130183
SRR33750957.10121688__2.10012720	UniClust90_LKOIEHGG04146|1__14|SGB54509
SRR33750957.10121103__2.10012138	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750957.10122286__2.10013314	UniClust90_FMPEHDNM00185|1__4|SGB89423
SRR33750957.10124774__2.10015785	UniClust90_IJHKGIGD01852|1__8|SGB128471
SRR33750957.10124844__2.10015854	UniRef90_A0A1Q8B9M3|1__7|SGB17587
SRR33750957.10125278__2.10016284	UniClust90_FNPKHGJP02609|1__21|SGB129533
SRR33750957.10125998__2.10016995	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750957.10126978__2.10017965	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750957.10127853__2.10018834	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750957.10128324__2.10019302	UniRef90_A0A2V8LA21|1__8|SGB17587
SRR33750957.10128327__2.10019305	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.10128977__2.10019948	UniClust90_CBDIOHJF00241|1__7|SGB89725
SRR33750957.10130285__2.10021243	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750957.10130686__2.10021640	UniClust90_ACDABMLJ01933|1__4|SGB133090
SRR33750957.10133038__2.10023972	UniClust90_EJAHAFID00409|1__6|SGB130007
SRR33750957.10134223__2.10025150	UniRef90_UPI0002F0250F|1__10|SGB33942
SRR33750957.10134674__2.10025599	UniClust90_JMFJJCJA00751|1__6|SGB130007
SRR33750957.10135237__2.10026156	UniClust90_BDNGBGFH00991|5__15|SGB125634
SRR33750957.10135263__2.10026182	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750957.10136249__2.10027158	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750957.10136353__2.10027262	UniRef90_A0A2V5PSB4|1__8|SGB84075
SRR33750957.10136536__2.10027444	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750957.10136669__2.10027576	UniClust90_NPCMNNGD04542|1__12|SGB130909
SRR33750957.10138394__2.10029289	UniClust90_EEMCGFAP01037|1__11|SGB128685
SRR33750957.10138844__2.10029733	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10139304__2.10030189	UniRef90_A0A1I1SP75|1__10|SGB8289
SRR33750957.10140915__2.10031786	UniRef90_A0A2V5YU65|3__10|SGB52714
SRR33750957.10142009__2.10032864	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750957.10142260__2.10033112	UniClust90_IDGBLNLP02746|1__14|SGB132424
SRR33750957.10144209__2.10035045	UniClust90_IJPEPBGA04009|1__9|SGB129971
SRR33750957.10144586__2.10035416	UniClust90_EOFGAKMC00614|1__5|SGB84075
SRR33750957.10144701__2.10035530	UniClust90_DJFHEFAJ01085|1__5|SGB89423
SRR33750957.10144707__2.10035536	UniClust90_DJFHEFAJ01085|1__5|SGB89423
SRR33750957.10145392__2.10036213	UniRef90_A0A2V5LQ01|1__5|SGB52720
SRR33750957.10145562__2.10036382	UniRef90_A0A2V7PHG1|5__8|SGB24043
SRR33750957.10147736__2.10038534	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750957.10148686__2.10039471	UniClust90_KCEKLPAN00972|1__4|SGB74789
SRR33750957.10148811__2.10039595	UniClust90_PIJGIFJB02755|1__4|SGB89423
SRR33750957.10149346__2.10040125	UniClust90_DAODNPOA02748|2__11|SGB89725
SRR33750957.10151120__2.10041877	UniClust90_LLIEHLNH03288|1__6|SGB130007
SRR33750957.10153146__2.10043888	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750957.10153948__2.10044680	UniClust90_IDPAEINK00632|8__11|SGB89725
SRR33750957.10153835__2.10044568	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750957.10155081__2.10045806	UniRef90_UPI000A027833|1__18|SGB16092
SRR33750957.10155088__2.10045813	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750957.10155236__2.10045959	UniRef90_A0A2V8ITT8|1__3|SGB17587
SRR33750957.10157796__2.10048501	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750957.10157377__2.10048085	UniClust90_KDDPKKIL03123|1__11|SGB128471
SRR33750957.10158631__2.10049331	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750957.10159185__2.10049880	UniRef90_A0A2V8H668|1__5|SGB17587
SRR33750957.10160424__2.10051105	UniClust90_OLHHKOIA01787|1__10|SGB130183
SRR33750957.10160572__2.10051253	UniClust90_ACDABMLJ00871|1__7|SGB133090
SRR33750957.10162252__2.10052919	UniRef90_A0A2V5KEK0|1__4|SGB52730
SRR33750957.10162305__2.10052971	UniClust90_OEKPEMHO02509|1__18|SGB129874
SRR33750957.10163279__2.10053931	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750957.10163612__2.10054263	UniClust90_PIHLJOEE04725|1__8|SGB84075
SRR33750957.10164246__2.10054889	UniClust90_EMIDINFL03586|1__10|SGB73712
SRR33750957.10164978__2.10055617	UniClust90_GFFNGEKC02053|1__7|SGB56640
SRR33750957.10165276__2.10055909	UniClust90_BOKHIPMC04936|1__5|SGB130007
SRR33750957.10166390__2.10057009	UniClust90_PPJAIDOO03630|1__10|SGB84075
SRR33750957.10167649__2.10058261	UniClust90_HMPPKHGP01982|4__8|SGB133091
SRR33750957.10168226__2.10058837	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750957.10169560__2.10060155	UniClust90_KDDPKKIL01779|1__8|SGB128471
SRR33750957.10172795__2.10063364	UniClust90_JKONEDMA00404|1__5|SGB130007
SRR33750957.10173202__2.10063768	UniClust90_GIMAHFHH00903|1__12|SGB89408
SRR33750957.10173951__2.10064514	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750957.10174246__2.10064807	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750957.10175024__2.10065574	UniRef90_UPI00103B3A81|6__11|SGB34619
SRR33750957.10175836__2.10066373	UniClust90_DLOKBJPP02518|1__10|SGB131913
SRR33750957.10177898__2.10068419	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750957.10178642__2.10069156	UniClust90_EJAHAFID02207|1__5|SGB130007
SRR33750957.10179149__2.10069659	UniClust90_GEHFPKBH00352|1__6|SGB84075
SRR33750957.10180009__2.10070513	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.10180176__2.10070680	UniClust90_EOFGAKMC01830|1__7|SGB84075
SRR33750957.10181012__2.10071507	UniClust90_EEMCGFAP02888|1__14|SGB128685
SRR33750957.10182172__2.10072659	UniRef90_A0A2V7ZZG9|1__8|SGB24079
SRR33750957.10182232__2.10072718	UniClust90_HGAMACDH01313|1__12|SGB128778
SRR33750957.10182436__2.10072920	UniRef90_A0A2V5RPA1|1__15|SGB52719
SRR33750957.10182755__2.10073237	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750957.10184115__2.10074590	UniClust90_NOMIGGEC00868|1__15|SGB125949
SRR33750957.10184170__2.10074644	UniClust90_FNPCGKEP02777|8__11|SGB84078
SRR33750957.10184383__2.10074856	UniClust90_OFJJKHAK01437|3__9|SGB84078
SRR33750957.10184501__2.10074972	UniClust90_IOFPBIHC03204|1__6|SGB130007
SRR33750957.10185934__2.10076391	UniRef90_A0A1Q7S1W9|1__7|SGB17587
SRR33750957.10185937__2.10076394	UniRef90_A0A1Q7S1W9|1__7|SGB17587
SRR33750957.10186166__2.10076621	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.10187278__2.10077718	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750957.10188131__2.10078566	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750957.10189904__2.10080336	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750957.10191702__2.10082113	UniClust90_OIPOEBPA04237|1__7|SGB84075
SRR33750957.10191987__2.10082393	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750957.10193405__2.10083795	UniClust90_KAHJAFCN02342|1__7|SGB133052
SRR33750957.10195335__2.10085699	UniClust90_HOMJAIDI01562|1__5|SGB89423
SRR33750957.10197236__2.10087587	UniRef90_UPI00048652F8|1__11|SGB31987
SRR33750957.10197854__2.10088201	UniClust90_LACEKAON04900|1__16|SGB129874
SRR33750957.10200530__2.10090854	UniClust90_ELKMOIOH00732|1__4|SGB122683
SRR33750957.10200982__2.10091301	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750957.10201344__2.10091659	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750957.10201382__2.10091697	UniClust90_NNOGEMDJ00526|1__13|SGB128987
SRR33750957.10201308__2.10091624	UniClust90_KIHGAKFE01201|1__11|SGB128778
SRR33750957.10201789__2.10092100	UniClust90_DPBHOHBD04363|1__10|SGB126808
SRR33750957.10202078__2.10092387	UniClust90_ENBABIAF01346|1__13|SGB128778
SRR33750957.10204835__2.10095123	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10207218__2.10097492	UniClust90_IBMDDACE01328|1__8|SGB128778
SRR33750957.10207521__2.10097792	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750957.10208270__2.10098536	UniClust90_NMMPJMDJ01461|1__4|SGB122683
SRR33750957.10208306__2.10098572	UniClust90_NMMPJMDJ01461|1__4|SGB122683
SRR33750957.10209043__2.10099305	UniRef90_A0A2V6J4S6|1__10|SGB52714
SRR33750957.10210685__2.10100936	UniRef90_A0A2V8KZ31|1__6|SGB17587
SRR33750957.10211884__2.10102126	UniClust90_BOKHIPMC01022|1__5|SGB130007
SRR33750957.10212447__2.10102683	UniClust90_DPLIHBNC00540|1__6|SGB89725
SRR33750957.10213991__2.10104205	UniClust90_OEKPEMHO01704|1__22|SGB129874
SRR33750957.10215894__2.10106094	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750957.10217152__2.10107340	UniClust90_GEHFPKBH00688|1__7|SGB84075
SRR33750957.10218752__2.10108926	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750957.10218852__2.10109026	UniClust90_IGKPANEM00287|1__11|SGB128987
SRR33750957.10219289__2.10109457	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750957.10220338__2.10110490	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750957.10220720__2.10110868	UniClust90_PLNJEBMN00600|1__5|SGB133091
SRR33750957.10220766__2.10110914	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750957.10221517__2.10111659	UniClust90_PIHLJOEE04246|1__6|SGB84075
SRR33750957.10221693__2.10111833	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750957.10221944__2.10112084	UniRef90_A0A2V7DJ88|1__6|SGB24061
SRR33750957.10225917__2.10116026	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750957.10226180__2.10116288	UniClust90_APPPGBFG00209|1__3|SGB127291
SRR33750957.10226238__2.10116346	UniClust90_IOFPBIHC00363|1__8|SGB130007
SRR33750957.10226837__2.10116937	UniClust90_GMEAMNGB01505|1__10|SGB134112
SRR33750957.10229255__2.10119337	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750957.10229928__2.10120005	UniClust90_MOPOFHCP03465|1__8|SGB89408
SRR33750957.10230936__2.10121007	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750957.10231045__2.10121115	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750957.10232464__2.10122520	UniRef90_A0A2V6DV55|1__7|SGB22169
SRR33750957.10232834__2.10122885	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750957.10237170__2.10127181	UniClust90_LLIEHLNH01857|1__8|SGB130007
SRR33750957.10238575__2.10128575	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750957.10238897__2.10128895	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750957.10239547__2.10129537	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750957.10240338__2.10130312	UniClust90_PLNJEBMN01986|1__6|SGB133091
SRR33750957.10240483__2.10130456	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750957.10240829__2.10130801	UniClust90_PGJCBKEM00141|1__3|SGB177427
SRR33750957.10244882__2.10134815	UniClust90_CHLBPEBB02682|3__6|SGB89725
SRR33750957.10245558__2.10135487	UniClust90_OEKPEMHO00045|5__15|SGB129874
SRR33750957.10245999__2.10135920	UniClust90_MAPGAGMJ01510|3__6|SGB133334
SRR33750957.10246666__2.10136579	UniRef90_A7GT14|1__12|SGB82801
SRR33750957.10246990__2.10136900	UniClust90_EDNFDLAG00194|1__6|SGB84078
SRR33750957.10247154__2.10137062	UniClust90_GHPINBAM01160|1__19|SGB84331
SRR33750957.10248778__2.10138681	UniClust90_EDBNNBOB02138|1__6|SGB56640
SRR33750957.10250354__2.10140249	UniClust90_BGDHDLNA01150|1__9|SGB84075
SRR33750957.10250663__2.10140555	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750957.10250767__2.10140658	UniClust90_OGMCPKGA00169|1__5|SGB56638
SRR33750957.10251030__2.10140919	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750957.10251207__2.10141096	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750957.10251317__2.10141206	UniClust90_NECMKPAF00853|1__8|SGB89408
SRR33750957.10252085__2.10141965	UniClust90_OIPOEBPA04300|1__7|SGB84075
SRR33750957.10252152__2.10142032	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.10252661__2.10142531	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750957.10252934__2.10142801	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750957.10254571__2.10144422	UniClust90_HMPPKHGP01440|1__5|SGB133091
SRR33750957.10254915__2.10144764	UniClust90_BKEMCFBC00613|1__8|SGB131913
SRR33750957.10255449__2.10145294	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750957.10254814__2.10144664	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750957.10258844__2.10148673	UniClust90_IEANMOGK00443|1__4|SGB122461
SRR33750957.10259022__2.10148849	UniClust90_OIPOEBPA04300|1__7|SGB84075
SRR33750957.10259197__2.10149023	UniClust90_OEKPEMHO03351|1__22|SGB129874
SRR33750957.10259391__2.10149215	UniClust90_PLNJEBMN01624|1__12|SGB133091
SRR33750957.10259478__2.10149302	UniRef90_A0A2V8JD67|1__5|SGB17587
SRR33750957.10260127__2.10149943	UniClust90_KMEALJDO00397|1__6|SGB84078
SRR33750957.10261109__2.10150915	UniClust90_KDDPKKIL01779|1__8|SGB128471
SRR33750957.10261727__2.10151524	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10261792__2.10151589	UniClust90_HGAMACDH01401|1__8|SGB128778
SRR33750957.10262227__2.10152019	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.10262504__2.10152296	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.10262440__2.10152232	UniClust90_OEKPEMHO03351|1__22|SGB129874
SRR33750957.10262481__2.10152273	UniClust90_GBLMBOPO00547|2__5|SGB133090
SRR33750957.10262525__2.10152317	UniClust90_GBLMBOPO00547|2__5|SGB133090
SRR33750957.10262935__2.10152724	UniClust90_EOFGAKMC00614|1__5|SGB84075
SRR33750957.10263982__2.10153759	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750957.10264104__2.10153879	UniRef90_A0A060HSU8|1__9|SGB122680
SRR33750957.10265028__2.10154795	UniRef90_A0A0K2GDF1|1__12|SGB126057
SRR33750957.10267100__2.10156847	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750957.10267922__2.10157663	UniClust90_JBMBCDML01564|1__9|SGB89725
SRR33750957.10268015__2.10157756	UniClust90_NHHHKJJE00017|1__10|SGB125949
SRR33750957.10268017__2.10157758	UniRef90_A0A2V6E460|1__14|SGB22169
SRR33750957.10268507__2.10158244	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750957.10268832__2.10158567	UniClust90_MKNNHAML03493|1__6|SGB56638
SRR33750957.10269646__2.10159376	UniRef90_A0A2V8KNA5|1__7|SGB17587
SRR33750957.10270537__2.10160258	UniClust90_JEKLGGBE02256|1__16|SGB126808
SRR33750957.10270753__2.10160474	UniClust90_HMPPKHGP00506|1__4|SGB133091
SRR33750957.10271183__2.10160902	UniClust90_PIHLJOEE02854|1__12|SGB84075
SRR33750957.10271335__2.10161054	UniClust90_EJFOFLBH00165|1__5|SGB133091
SRR33750957.10272858__2.10162558	UniClust90_EHIAFBHG00306|1__8|SGB128778
SRR33750957.10273902__2.10163593	UniClust90_LDOGOBHG02099|1__9|SGB125634
SRR33750957.10275008__2.10164689	UniClust90_PLNJEBMN01430|1__6|SGB133091
SRR33750957.10275238__2.10164916	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750957.10275605__2.10165279	UniClust90_EDBNNBOB00489|1__6|SGB56640
SRR33750957.10276819__2.10166479	UniRef90_A0A2V6JZD5|1__6|SGB52719
SRR33750957.10277094__2.10166753	UniClust90_DPLIHBNC00627|1__5|SGB89725
SRR33750957.10277640__2.10167292	UniClust90_OIPOEBPA02933|1__6|SGB84075
SRR33750957.10277997__2.10167647	UniClust90_NECMKPAF05736|1__11|SGB89408
SRR33750957.10278857__2.10168498	UniClust90_HGAMACDH01319|1__8|SGB128778
