SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.15278726__2.15100053	UniRef90_A0A1Q8B4Q0|1__9|SGB17587
SRR33750934.15279513__2.15100837	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750934.15280581__2.15101897	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750934.15280532__2.15101848	UniClust90_HGJNCPHJ02354|1__13|SGB125949
SRR33750934.15282139__2.15103434	UniRef90_A0A2V5VC59|1__3|SGB52704
SRR33750934.15283242__2.15104527	UniRef90_A0A1Q7GAD3|1__9|SGB17587
SRR33750934.15283245__2.15104530	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.15283155__2.15104440	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15284102__2.15105382	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15284305__2.15105582	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.15285142__2.15106414	UniClust90_ANDLCEDJ01887|1__5|SGB133091
SRR33750934.15286505__2.15107769	UniRef90_A0A2V5JWS2|1__7|SGB52720
SRR33750934.15287936__2.15109181	UniRef90_A0A2V5RLW5|1__7|SGB52719
SRR33750934.15289374__2.15110605	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750934.15290234__2.15111457	UniRef90_UPI000E470373|1__21|SGB32798
SRR33750934.15290549__2.15111769	UniClust90_ICLCAGBO03879|1__5|SGB131913
SRR33750934.15290651__2.15111869	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750934.15291130__2.15112343	UniRef90_A0A2V5RLW5|1__7|SGB52719
SRR33750934.15291294__2.15112505	UniClust90_CKDECKMG00280|2__8|SGB133121
SRR33750934.15290629__2.15111847	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750934.15291331__2.15112542	UniClust90_CKDECKMG00280|2__8|SGB133121
SRR33750934.15291769__2.15112976	UniClust90_NHHHKJJE01123|1__8|SGB125949
SRR33750934.15292994__2.15114188	UniClust90_HGFGGOBL01125|1__6|SGB84331
SRR33750934.15293187__2.15114379	UniClust90_FPIGGPJK01929|1__17|SGB131205
SRR33750934.15293790__2.15114980	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750934.15293829__2.15115019	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750934.15294702__2.15115882	UniClust90_GIAODKAJ03694|3__16|SGB127197
SRR33750934.15295714__2.15116880	UniClust90_CMEKGFCC02069|1__6|SGB127159
SRR33750934.15295948__2.15117112	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750934.15296241__2.15117402	UniClust90_PKKPDJBP01153|1__5|SGB89423
SRR33750934.15297152__2.15118304	UniClust90_IJKGCFNK01917|1__16|SGB131808
SRR33750934.15298579__2.15119721	UniClust90_KIHGAKFE01522|1__9|SGB128778
SRR33750934.15299072__2.15120211	UniClust90_DEILMPBG00229|1__3|SGB74789
SRR33750934.15299322__2.15120458	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750934.15299327__2.15120463	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750934.15299311__2.15120447	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750934.15300171__2.15121297	UniClust90_BKEMCFBC01286|1__15|SGB131913
SRR33750934.15300298__2.15121421	UniClust90_FNPCGKEP03862|1__5|SGB84078
SRR33750934.15300524__2.15121645	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750934.15302540__2.15123637	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750934.15304704__2.15125778	UniClust90_DCJCBMEC03005|1__6|SGB122526
SRR33750934.15304778__2.15125851	UniClust90_DCJCBMEC03005|1__6|SGB122526
SRR33750934.15305775__2.15126836	UniClust90_PPJAIDOO02408|1__6|SGB84075
SRR33750934.15306403__2.15127459	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15310445__2.15131471	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15310960__2.15131985	UniClust90_ODJKPAJN00010|1__14|SGB73658
SRR33750934.15313644__2.15134644	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750934.15313805__2.15134805	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15314295__2.15135292	UniClust90_CLKGBKMO01075|1__4|SGB56638
SRR33750934.15314711__2.15135708	UniClust90_FECOCFCC03729|1__13|SGB128987
SRR33750934.15316127__2.15137113	UniClust90_EJAHAFID00030|1__5|SGB130007
SRR33750934.15316294__2.15137276	UniClust90_CFIKCEGJ02424|1__14|SGB131808
SRR33750934.15316385__2.15137366	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750934.15318054__2.15139018	UniClust90_FKNELLKK01673|1__8|SGB122683
SRR33750934.15321547__2.15142479	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750934.15322131__2.15143060	UniClust90_PMFDADHG01575|1__9|SGB131987
SRR33750934.15322332__2.15143261	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750934.15323122__2.15144044	UniClust90_JNCMEBND02476|1__19|SGB73754
SRR33750934.15323238__2.15144159	UniClust90_GEHFPKBH01438|1__8|SGB84075
SRR33750934.15323354__2.15144274	UniRef90_A0A1Q7BEM9|1__6|SGB56640
SRR33750934.15325275__2.15146179	UniRef90_A0A1Q8BAA3|1__5|SGB17587
SRR33750934.15325597__2.15146497	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750934.15326038__2.15146934	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750934.15327098__2.15147987	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750934.15327124__2.15148013	UniClust90_AMOFFOJE01927|2__9|SGB133121
SRR33750934.15329167__2.15150039	UniRef90_A0A1V2IEY3|2__18|SGB15941
SRR33750934.15330832__2.15151685	UniClust90_EJAHAFID00868|1__5|SGB130007
SRR33750934.15331090__2.15151939	UniClust90_GHPINBAM01409|1__12|SGB84331
SRR33750934.15331114__2.15151963	UniClust90_CMJGEBLA02232|1__8|SGB89408
SRR33750934.15331938__2.15152781	UniClust90_PIHLJOEE02612|1__9|SGB84075
SRR33750934.15332006__2.15152849	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750934.15332317__2.15153158	UniClust90_BGMDAEJF00992|3__7|SGB122526
SRR33750934.15332503__2.15153342	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750934.15333474__2.15154303	UniClust90_MIEAKENA04683|1__13|SGB89887
SRR33750934.15335143__2.15155958	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750934.15335393__2.15156208	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750934.15337633__2.15158437	UniRef90_A0A2V7E6E4|1__6|SGB24061
SRR33750934.15338871__2.15159665	UniClust90_EOFGAKMC01068|1__8|SGB84075
SRR33750934.15340005__2.15160783	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750934.15340507__2.15161281	UniClust90_ECOHMLGB01351|2__8|SGB56640
SRR33750934.15340775__2.15161548	UniClust90_DJBDGBNB02806|1__5|SGB89725
SRR33750934.15340875__2.15161647	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750934.15342095__2.15162855	UniRef90_A0A2V5K4N2|1__5|SGB52730
SRR33750934.15342293__2.15163049	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750934.15342502__2.15163256	UniClust90_MFHNADMK01203|1__12|SGB73649
SRR33750934.15343519__2.15164264	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750934.15344539__2.15165271	UniClust90_GEHFPKBH03669|1__6|SGB84075
SRR33750934.15345292__2.15166020	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750934.15345403__2.15166130	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750934.15350185__2.15170874	UniRef90_A0A2V6AZW2|1__5|SGB52714
SRR33750934.15350406__2.15171093	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750934.15350533__2.15171218	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.15350487__2.15171172	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750934.15350623__2.15171307	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750934.15350844__2.15171525	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750934.15351224__2.15171902	UniClust90_OOJLFJAP00494|1__6|SGB89423
SRR33750934.15351887__2.15172558	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750934.15352027__2.15172696	UniClust90_PKKPDJBP01153|1__5|SGB89423
SRR33750934.15353815__2.15174467	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750934.15354466__2.15175113	UniRef90_UPI0003FF9B57|1__13|SGB30281
SRR33750934.15354554__2.15175201	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750934.15354247__2.15174895	UniRef90_A0A2V5Q505|1__8|SGB52719
SRR33750934.15354614__2.15175260	UniRef90_A0A2V7DW43|1__6|SGB24061
SRR33750934.15355458__2.15176097	UniClust90_EJAHAFID01041|7__11|SGB130007
SRR33750934.15355527__2.15176163	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750934.15356363__2.15176997	UniClust90_PPJAIDOO02802|1__6|SGB84075
SRR33750934.15358686__2.15179300	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750934.15358890__2.15179502	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750934.15360548__2.15181152	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750934.15361113__2.15181713	UniClust90_GFHGLNMO00611|1__5|SGB133091
SRR33750934.15362312__2.15182901	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750934.15362868__2.15183456	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750934.15363071__2.15183659	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750934.15365808__2.15186370	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15366178__2.15186735	UniClust90_KMEALJDO00296|1__5|SGB84078
SRR33750934.15367685__2.15188227	UniClust90_NIILFFCI01265|1__5|SGB89423
SRR33750934.15369204__2.15189732	UniClust90_BOKHIPMC05974|1__10|SGB130007
SRR33750934.15369242__2.15189770	UniClust90_KIMNEABG02310|1__7|SGB131913
SRR33750934.15372728__2.15193217	UniClust90_EKCLMAKM00799|1__10|SGB89408
SRR33750934.15372977__2.15193464	UniClust90_CHMIEHDJ01124|1__5|SGB56640
SRR33750934.15373022__2.15193509	UniClust90_BKIEHKJF02085|1__7|SGB131913
SRR33750934.15373673__2.15194155	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750934.15373847__2.15194326	UniClust90_GBLMBOPO02263|7__12|SGB133090
SRR33750934.15373903__2.15194382	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750934.15374097__2.15194575	UniRef90_UPI00068D6C39|1__14|SGB31998
SRR33750934.15374153__2.15194630	UniClust90_LJCEAEPL01047|1__11|SGB128753
SRR33750934.15374973__2.15195441	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750934.15375288__2.15195751	UniClust90_BGMDAEJF04316|3__6|SGB122526
SRR33750934.15375179__2.15195643	UniClust90_NIILFFCI00717|1__4|SGB89423
SRR33750934.15375678__2.15196139	UniClust90_DONCHACG01846|1__10|SGB73712
SRR33750934.15376812__2.15197264	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750934.15376911__2.15197360	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750934.15377178__2.15197624	UniRef90_A0A1Q7BS17|1__4|SGB56638
SRR33750934.15379465__2.15199890	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750934.15379293__2.15199721	UniClust90_DCOEIGHC00333|1__3|SGB89423
SRR33750934.15380022__2.15200439	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750934.15380633__2.15201047	UniClust90_DPLIHBNC01353|1__10|SGB89725
SRR33750934.15381243__2.15201653	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750934.15382302__2.15202695	UniClust90_BKIEHKJF01489|1__9|SGB131913
SRR33750934.15383079__2.15203465	UniClust90_OHKKNMDA00463|1__5|SGB122683
SRR33750934.15384214__2.15204584	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750934.15384776__2.15205140	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750934.15385611__2.15205969	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750934.15385636__2.15205994	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750934.15385832__2.15206190	UniClust90_KMEALJDO01673|5__8|SGB84078
SRR33750934.15386040__2.15206396	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750934.15387866__2.15208202	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750934.15389333__2.15209655	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750934.15390874__2.15211180	UniClust90_KMEALJDO00397|1__6|SGB84078
SRR33750934.15390984__2.15211289	UniClust90_OPLEJCPF04282|1__12|SGB125949
SRR33750934.15391062__2.15211366	UniClust90_GIMAHFHH00348|1__7|SGB89408
SRR33750934.15390803__2.15211109	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750934.15391215__2.15211519	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750934.15392527__2.15212819	UniClust90_AHPFANAF03175|1__3|SGB133354
SRR33750934.15393420__2.15213704	UniClust90_BOKHIPMC04470|1__5|SGB130007
SRR33750934.15393435__2.15213719	UniClust90_FNPCGKEP04598|3__9|SGB84078
SRR33750934.15393915__2.15214197	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750934.15394298__2.15214580	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750934.15394098__2.15214380	UniClust90_OKNLNMAL01120|1__12|SGB133129
SRR33750934.15394590__2.15214870	UniClust90_IPBGJNGD01333|3__9|SGB89408
SRR33750934.15395031__2.15215308	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750934.15395100__2.15215376	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750934.15397324__2.15217576	UniClust90_EFFGCGOP00762|1__4|SGB208565
SRR33750934.15397426__2.15217678	UniRef90_A0A2V8Z267|1__8|SGB98360
SRR33750934.15397960__2.15218207	UniClust90_FGHPNAPC00244|1__4|SGB89423
SRR33750934.15399047__2.15219284	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750934.15399491__2.15219725	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.15399722__2.15219952	UniClust90_KKDIGBNC01287|1__3|SGB74789
SRR33750934.15400152__2.15220379	UniClust90_OBEJBAOE02208|1__12|SGB128218
SRR33750934.15400374__2.15220599	UniClust90_CKDECKMG01269|1__19|SGB133121
SRR33750934.15400570__2.15220793	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750934.15403273__2.15223474	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750934.15404219__2.15224417	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750934.15404555__2.15224746	UniClust90_FNPCGKEP01157|1__6|SGB84078
SRR33750934.15405358__2.15225540	UniClust90_BKEMCFBC00868|1__7|SGB131913
SRR33750934.15406629__2.15226797	UniClust90_DPJLILCC01932|1__5|SGB89725
SRR33750934.15407349__2.15227510	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750934.15408214__2.15228365	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750934.15408376__2.15228524	UniClust90_OPLEJCPF03510|1__9|SGB125949
SRR33750934.15409622__2.15229754	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750934.15409624__2.15229756	UniClust90_PKMOJOJK04356|1__4|SGB84078
SRR33750934.15410497__2.15230622	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750934.15410567__2.15230692	UniClust90_GPDICDPN01467|1__4|SGB89423
SRR33750934.15411419__2.15231534	UniRef90_A0A3N5RR47|9__13|SGB74789
SRR33750934.15411737__2.15231848	UniRef90_A0A2V6DJY9|1__8|SGB22169
SRR33750934.15412140__2.15232246	UniClust90_AOOKIOHM00609|1__5|SGB52720
SRR33750934.15413250__2.15233352	UniRef90_A0A1Q7BFF0|1__6|SGB56640
SRR33750934.15413855__2.15233949	UniClust90_HGJNCPHJ04708|1__8|SGB125949
SRR33750934.15414083__2.15234176	UniClust90_EJAHAFID04301|1__5|SGB130007
SRR33750934.15418393__2.15238443	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750934.15418376__2.15238426	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750934.15418736__2.15238783	UniClust90_PLNJEBMN01188|1__5|SGB133091
SRR33750934.15419460__2.15239496	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750934.15419739__2.15239770	UniClust90_BGDHDLNA04618|1__6|SGB84075
SRR33750934.15419947__2.15239974	UniClust90_MIKKNBHN02827|1__20|SGB130188
SRR33750934.15420783__2.15240804	UniClust90_EDNFDLAG02240|1__3|SGB84078
SRR33750934.15421310__2.15241327	UniClust90_LACEKAON04737|1__10|SGB129874
SRR33750934.15422046__2.15242053	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750934.15421986__2.15241994	UniRef90_A0A2V8H1W6|1__20|SGB17587
SRR33750934.15422830__2.15242828	UniRef90_A0A2V5YN40|1__14|SGB52714
SRR33750934.15422809__2.15242807	UniClust90_FNPCGKEP04476|1__3|SGB84078
SRR33750934.15424032__2.15244022	UniClust90_ACDABMLJ00265|8__13|SGB133090
SRR33750934.15424786__2.15244769	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750934.15427337__2.15247290	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15427892__2.15247841	UniClust90_EJAHAFID03699|1__5|SGB130007
SRR33750934.15428081__2.15248026	UniClust90_NECMKPAF03679|1__11|SGB89408
SRR33750934.15430689__2.15250608	UniClust90_FFPHGKCO00270|1__5|SGB74789
SRR33750934.15430955__2.15250872	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15431773__2.15251682	UniClust90_PPJAIDOO01985|1__10|SGB84075
SRR33750934.15432193__2.15252100	UniRef90_A0A2V5QV54|1__5|SGB52719
SRR33750934.15432098__2.15252005	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15433023__2.15252923	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750934.15433626__2.15253520	UniClust90_IFJNHHLF02662|1__11|SGB128110
SRR33750934.15435523__2.15255401	UniClust90_JFOPKFBK01276|1__4|SGB122683
SRR33750934.15436001__2.15255877	UniClust90_FNPCGKEP02920|4__10|SGB84078
SRR33750934.15436312__2.15256187	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.15436654__2.15256525	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750934.15441001__2.15260826	UniClust90_HNBLJKFC02170|1__8|SGB128778
SRR33750934.15440418__2.15260250	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.15443491__2.15263284	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750934.15443521__2.15263314	UniClust90_KIHGAKFE00306|1__7|SGB128778
SRR33750934.15444004__2.15263792	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750934.15445483__2.15265252	UniClust90_DDGIJIOA01322|1__5|SGB122608
SRR33750934.15446146__2.15265908	UniClust90_OJFAJFEC01800|1__3|SGB89423
SRR33750934.15447306__2.15267049	UniClust90_OCJAPFEA00421|1__10|SGB125949
SRR33750934.15447503__2.15267244	UniClust90_CANGFCMM01400|1__5|SGB122683
SRR33750934.15447615__2.15267355	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750934.15448312__2.15268047	UniClust90_PEMFFBNE00405|1__12|SGB74789
SRR33750934.15448585__2.15268314	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15449342__2.15269065	UniClust90_GHPINBAM00203|1__8|SGB84331
SRR33750934.15449546__2.15269267	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750934.15452416__2.15272103	UniClust90_OJGLOKOM00750|1__5|SGB84075
SRR33750934.15451264__2.15270964	UniRef90_A0A2V5SAL7|1__8|SGB52719
SRR33750934.15452450__2.15272137	UniClust90_OJGLOKOM00750|1__5|SGB84075
SRR33750934.15454233__2.15273902	UniRef90_A0A2V8IB45|1__4|SGB17587
SRR33750934.15454376__2.15274043	UniRef90_UPI000462ED98|8__22|SGB31952
SRR33750934.15455068__2.15274727	UniClust90_GHPINBAM01160|1__19|SGB84331
SRR33750934.15456034__2.15275672	UniClust90_MEABCEIN00375|1__5|SGB84078
SRR33750934.15456584__2.15276214	UniClust90_GEHFPKBH00122|1__8|SGB84075
SRR33750934.15457746__2.15277357	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750934.15457906__2.15277515	UniClust90_CGHAKFKK00777|1__8|SGB74789
SRR33750934.15458587__2.15278189	UniClust90_FNPCGKEP01550|3__9|SGB84078
SRR33750934.15458926__2.15278524	UniClust90_CKDECKMG00368|1__8|SGB133121
SRR33750934.15459123__2.15278718	UniClust90_EHIAFBHG01335|1__8|SGB128778
SRR33750934.15459147__2.15278741	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750934.15459933__2.15279518	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.15461129__2.15280695	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750934.15461233__2.15280797	UniClust90_AMDOLPBA02366|1__17|SGB73712
SRR33750934.15461254__2.15280818	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750934.15461165__2.15280730	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750934.15461852__2.15281410	UniClust90_DJBDGBNB01993|1__5|SGB89725
SRR33750934.15464232__2.15283739	UniRef90_A0A2V5KRS5|1__6|SGB52719
SRR33750934.15466826__2.15286299	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.15467350__2.15286816	UniClust90_LMDKLCGO01192|1__7|SGB131926
SRR33750934.15467372__2.15286838	UniClust90_PFBNAPOO00375|1__5|SGB89423
SRR33750934.15467486__2.15286950	UniClust90_LMDKLCGO01192|1__7|SGB131926
SRR33750934.15469490__2.15288928	UniClust90_CFIKCEGJ02424|1__14|SGB131808
SRR33750934.15470331__2.15289760	UniClust90_HGJNCPHJ03568|1__9|SGB125949
SRR33750934.15470034__2.15289465	UniRef90_A0A345ZRR0|1__7|SGB89408
SRR33750934.15471223__2.15290644	UniClust90_DEHNPGMG01235|1__3|SGB89423
SRR33750934.15471991__2.15291404	UniClust90_GJEIHIOJ01051|9__15|SGB122526
SRR33750934.15473918__2.15293309	UniClust90_IJHKGIGD01052|1__8|SGB128471
SRR33750934.15474256__2.15293644	UniClust90_EHFFKAJJ05764|2__6|SGB74780
SRR33750934.15474306__2.15293692	UniClust90_EHFFKAJJ05764|2__6|SGB74780
SRR33750934.15474825__2.15294204	UniClust90_KCEKLPAN00972|1__4|SGB74789
SRR33750934.15475880__2.15295240	UniClust90_IDGBLNLP01678|1__21|SGB132424
SRR33750934.15476366__2.15295718	UniClust90_FECOCFCC02654|1__13|SGB128987
SRR33750934.15476635__2.15295986	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750934.15479755__2.15299068	UniClust90_BGDHDLNA03257|1__5|SGB84075
SRR33750934.15479821__2.15299133	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750934.15480460__2.15299759	UniClust90_EDNFDLAG01054|1__5|SGB84078
SRR33750934.15481054__2.15300339	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750934.15481430__2.15300712	UniClust90_LLHLEBOE02093|1__4|SGB89423
SRR33750934.15481572__2.15300853	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750934.15482145__2.15301416	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750934.15483731__2.15302969	UniClust90_OPLEJCPF03508|1__23|SGB125949
SRR33750934.15484544__2.15303771	UniRef90_A0A1W6ZPR8|1__15|SGB11361
SRR33750934.15484858__2.15304083	UniClust90_GNADLFLM05730|1__24|SGB126432
SRR33750934.15485399__2.15304617	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750934.15485460__2.15304678	UniClust90_EJAHAFID03224|1__13|SGB130007
SRR33750934.15486279__2.15305486	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750934.15487465__2.15306653	UniClust90_PCIJFCLC02316|1__7|SGB132245
SRR33750934.15487833__2.15307019	UniClust90_LJMOGHMP01149|1__16|SGB128778
SRR33750934.15489514__2.15308677	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750934.15490967__2.15310104	UniClust90_ACDABMLJ00442|1__7|SGB133090
SRR33750934.15491320__2.15310455	UniRef90_A0A1Q8BAD6|1__7|SGB17587
SRR33750934.15490987__2.15310124	UniClust90_ACDABMLJ00442|1__7|SGB133090
SRR33750934.15491949__2.15311074	UniClust90_IHMIJFOC03315|1__12|SGB86650
SRR33750934.15492861__2.15311977	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750934.15493122__2.15312236	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750934.15493173__2.15312287	UniClust90_JKKHKAPH01688|1__20|SGB89408
SRR33750934.15493198__2.15312312	UniClust90_JMJHPHJK01151|1__5|SGB134112
SRR33750934.15493208__2.15312321	UniClust90_JKKHKAPH01688|1__20|SGB89408
SRR33750934.15494124__2.15313221	UniClust90_OPLEJCPF00667|1__12|SGB125949
SRR33750934.15496634__2.15315708	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750934.15498864__2.15317918	UniClust90_OJGLOKOM00757|1__6|SGB84075
SRR33750934.15498992__2.15318045	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750934.15501896__2.15320916	UniClust90_DLOKBJPP01892|1__6|SGB131913
SRR33750934.15503473__2.15322474	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.15503687__2.15322686	UniClust90_KIMNEABG03067|1__12|SGB131913
SRR33750934.15504163__2.15323160	UniClust90_PEMFFBNE01095|1__4|SGB74789
SRR33750934.15504544__2.15323541	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750934.15504695__2.15323691	UniClust90_ILFFEGJL00647|6__10|SGB73517
SRR33750934.15506142__2.15325115	UniClust90_JBMBCDML01850|4__7|SGB89725
SRR33750934.15506668__2.15325633	UniClust90_AOMEFECO00930|1__3|SGB133090
SRR33750934.15506702__2.15325667	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750934.15507196__2.15326159	UniClust90_CAGCLOCO00566|4__8|SGB89423
SRR33750934.15507339__2.15326301	UniRef90_A0A2V5RCY2|1__7|SGB52719
SRR33750934.15507102__2.15326065	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750934.15507352__2.15326314	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750934.15508603__2.15327549	UniClust90_EJAHAFID04664|1__5|SGB130007
SRR33750934.15509768__2.15328702	UniClust90_IBMDDACE01553|1__7|SGB128778
SRR33750934.15509775__2.15328709	UniClust90_IBMDDACE01553|1__7|SGB128778
SRR33750934.15510370__2.15329295	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750934.15511014__2.15329933	UniClust90_HJKNIEHA00144|2__11|SGB89408
SRR33750934.15510580__2.15329503	UniClust90_CGHAKFKK00777|1__8|SGB74789
SRR33750934.15511333__2.15330249	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750934.15511618__2.15330531	UniClust90_JKONEDMA00306|1__6|SGB130007
