SRR33750943.4918__1.4833	UniClust90_MKPDLIIB02020|1__8|SGB131913
SRR33750943.11732798__2.11581789	UniClust90_KIMNEABG03302|1__11|SGB131913
SRR33750943.11733509__2.11582495	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750943.11733823__2.11582806	UniClust90_BGDHDLNA01949|1__10|SGB84075
SRR33750943.11735087__2.11584054	UniClust90_ODGFFLBP06002|1__9|SGB31998
SRR33750943.11735863__2.11584821	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750943.11736620__2.11585572	UniClust90_DAODNPOA00396|1__4|SGB89725
SRR33750943.11737235__2.11586184	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750943.11737320__2.11586269	UniClust90_ONEEHMBA01560|1__8|SGB86773
SRR33750943.11737332__2.11586281	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750943.11738954__2.11587889	UniClust90_OOEGEEHK08590|1__18|SGB176433
SRR33750943.11738966__2.11587901	UniClust90_NECMKPAF04739|1__8|SGB89408
SRR33750943.11741416__2.11590325	UniClust90_OOEGEEHK03017|1__19|SGB176433
SRR33750943.11743419__2.11592306	UniClust90_DCJCBMEC02782|1__6|SGB122526
SRR33750943.11743103__2.11591993	UniClust90_LHPBCBPG01397|1__5|SGB74780
SRR33750943.11743829__2.11592715	UniClust90_JCMEFMGF03677|1__5|SGB74780
SRR33750943.11746807__2.11595667	UniClust90_GNADLFLM04631|1__26|SGB126432
SRR33750943.11748889__2.11597727	UniClust90_AMOCLKLN01079|1__7|SGB122683
SRR33750943.11749226__2.11598058	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750943.11749210__2.11598042	UniClust90_FNPCGKEP04026|1__4|SGB84078
SRR33750943.11750516__2.11599337	UniClust90_HBCNFADG01134|3__9|SGB74789
SRR33750943.11752831__2.11601634	UniRef90_UPI000C7DA73D|9__29|SGB34332
SRR33750943.11755130__2.11603912	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750943.11756399__2.11605169	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750943.11756614__2.11605381	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750943.11757514__2.11606274	UniClust90_ACDABMLJ00442|1__7|SGB133090
SRR33750943.11757799__2.11606559	UniClust90_IGKPANEM01904|1__10|SGB128987
SRR33750943.11757999__2.11606756	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750943.11758801__2.11607551	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750943.11759562__2.11608308	UniClust90_LNHKDNIH03504|1__13|SGB88648
SRR33750943.11761408__2.11610140	UniClust90_IDPAEINK02473|1__5|SGB89725
SRR33750943.11761871__2.11610601	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750943.11762485__2.11611211	UniClust90_KMEALJDO00961|1__7|SGB84078
SRR33750943.11762377__2.11611105	UniClust90_HGFGGOBL01241|1__6|SGB84331
SRR33750943.11762384__2.11611112	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750943.11762524__2.11611250	UniClust90_BDGBANDJ03638|1__8|SGB127159
SRR33750943.11765919__2.11614612	UniClust90_BOKHIPMC05698|1__5|SGB130007
SRR33750943.11767591__2.11616259	UniClust90_JHNMEHIJ04550|1__6|SGB56640
SRR33750943.11768313__2.11616972	UniClust90_IPBGJNGD02251|1__7|SGB89408
SRR33750943.11768857__2.11617513	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750943.11770017__2.11618660	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750943.11770094__2.11618736	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750943.11770859__2.11619498	UniClust90_LLIEHLNH02125|1__7|SGB130007
SRR33750943.11770913__2.11619551	UniClust90_LLIEHLNH02125|1__7|SGB130007
SRR33750943.11772982__2.11621606	UniClust90_FLDCIHDP02710|1__6|SGB89410
SRR33750943.11772983__2.11621607	UniClust90_BGMDAEJF01766|1__6|SGB122526
SRR33750943.11774236__2.11622846	UniClust90_NECMKPAF02330|1__9|SGB89408
SRR33750943.11773665__2.11622280	UniClust90_KDDPKKIL00898|1__13|SGB128471
SRR33750943.11775187__2.11623785	UniClust90_DJBDGBNB01635|1__6|SGB89725
SRR33750943.11775386__2.11623982	UniClust90_EOFGAKMC00632|1__7|SGB84075
SRR33750943.11776356__2.11624943	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750943.11776500__2.11625087	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750943.11776541__2.11625128	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750943.11777547__2.11626127	UniClust90_MHIDPKGF00419|1__8|SGB133122
SRR33750943.11777952__2.11626528	UniClust90_DJBDGBNB01635|1__6|SGB89725
SRR33750943.11778346__2.11626918	UniClust90_NFEHNLLP02621|1__17|SGB184291
SRR33750943.11778619__2.11627189	UniClust90_DCJCBMEC00776|1__11|SGB122526
SRR33750943.11780324__2.11628875	UniClust90_NECMKPAF01115|1__7|SGB89408
SRR33750943.11782309__2.11630836	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750943.11782942__2.11631464	UniClust90_OEKPEMHO02197|1__12|SGB129874
SRR33750943.11783374__2.11631893	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750943.11783892__2.11632406	UniClust90_LHALELLP01302|1__9|SGB129560
SRR33750943.11785699__2.11634195	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750943.11785952__2.11634444	UniClust90_PICJGFGP02349|1__4|SGB89423
SRR33750943.11788151__2.11636614	UniClust90_CEEMMMGK04335|1__8|SGB131282
SRR33750943.11789615__2.11638060	UniClust90_GEHFPKBH02503|1__7|SGB84075
SRR33750943.11789944__2.11638384	UniClust90_IOFPBIHC00448|1__6|SGB130007
SRR33750943.11790242__2.11638680	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750943.11790365__2.11638803	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750943.11790514__2.11638951	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750943.11790450__2.11638887	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750943.11790463__2.11638900	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750943.11791526__2.11639958	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750943.11792780__2.11641200	UniClust90_ICLCAGBO02788|1__6|SGB131913
SRR33750943.11796297__2.11644683	UniClust90_NNOGEMDJ00526|1__13|SGB128987
SRR33750943.11797133__2.11645509	UniClust90_EBKBLHBP00589|1__6|SGB133090
SRR33750943.11797718__2.11646087	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750943.11799898__2.11648249	UniClust90_GIDCBJMF01366|1__14|SGB134112
SRR33750943.11800524__2.11648867	UniClust90_JKKHKAPH04168|1__7|SGB89408
SRR33750943.11802277__2.11650604	UniClust90_ANDLCEDJ01492|11__18|SGB133091
SRR33750943.11802887__2.11651207	UniClust90_LFBJKGPN02043|1__17|SGB110801
SRR33750943.11803426__2.11651744	UniClust90_KPGCMLFP01412|1__9|SGB89408
SRR33750943.11803446__2.11651764	UniClust90_KPGCMLFP01412|1__9|SGB89408
SRR33750943.11803483__2.11651801	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750943.11803729__2.11652046	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750943.11804153__2.11652467	UniRef90_UPI000A03C094|1__9|SGB207724
SRR33750943.11806315__2.11654603	UniClust90_MEABCEIN01071|1__9|SGB84078
SRR33750943.11807191__2.11655471	UniClust90_AOMEFECO01297|3__10|SGB133090
SRR33750943.11808710__2.11656972	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750943.11808886__2.11657146	UniClust90_IBNNDEFK01535|1__10|SGB89408
SRR33750943.11809314__2.11657569	UniRef90_A0A2V6DF73|1__15|SGB22169
SRR33750943.11809960__2.11658210	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750943.11810039__2.11658288	UniClust90_KMEALJDO00397|1__6|SGB84078
SRR33750943.11810117__2.11658364	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750943.11811056__2.11659293	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750943.11811379__2.11659613	UniClust90_OCCAFAEL00313|1__3|SGB74789
SRR33750943.11811629__2.11659861	UniClust90_GHPINBAM00977|1__10|SGB84331
SRR33750943.11811513__2.11659746	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750943.11813502__2.11661718	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750943.11813817__2.11662030	UniClust90_OFJJKHAK01111|1__6|SGB84078
SRR33750943.11815354__2.11663546	UniClust90_NHHHKJJE01123|1__8|SGB125949
SRR33750943.11815449__2.11663640	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.11815792__2.11663982	UniRef90_A0A109J7D6|1__11|SGB11143
SRR33750943.11816289__2.11664470	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750943.11816389__2.11664569	UniClust90_JMFJJCJA01596|1__6|SGB130007
SRR33750943.11817046__2.11665220	UniClust90_OOJDGJFL01266|2__6|SGB74789
SRR33750943.11817819__2.11665986	UniClust90_AHBBACPJ00350|1__5|SGB122683
SRR33750943.11818735__2.11666894	UniClust90_JBMBCDML01852|1__4|SGB89725
SRR33750943.11821726__2.11669854	UniClust90_KIMNEABG02310|1__7|SGB131913
SRR33750943.11824577__2.11672675	UniClust90_PJKCPLGD00178|2__5|SGB89423
SRR33750943.11825774__2.11673858	UniClust90_IOFPBIHC02500|1__7|SGB130007
SRR33750943.11828105__2.11676170	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750943.11828063__2.11676129	UniClust90_IOFPBIHC01411|1__6|SGB130007
SRR33750943.11829128__2.11677178	UniClust90_EOFGAKMC01830|1__7|SGB84075
SRR33750943.11830818__2.11678849	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750943.11831130__2.11679156	UniClust90_KPNCFGKL00719|1__14|SGB134824
SRR33750943.11830718__2.11678751	UniClust90_NJHAEMFB03267|3__7|SGB131926
SRR33750943.11831200__2.11679226	UniClust90_HMPPKHGP01443|1__5|SGB133091
SRR33750943.11831260__2.11679286	UniClust90_HMPPKHGP01443|1__5|SGB133091
SRR33750943.11833299__2.11681309	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750943.11833646__2.11681647	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750943.11834137__2.11682132	UniClust90_IOFPBIHC00603|1__6|SGB130007
SRR33750943.11835374__2.11683354	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750943.11835508__2.11683486	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750943.11835862__2.11683833	UniClust90_IKFJPBAO04265|1__16|SGB154316
SRR33750943.11836039__2.11684008	UniClust90_HDGMGAGN01242|1__5|SGB74789
SRR33750943.11836146__2.11684114	UniClust90_DCJCBMEC01894|3__8|SGB122526
SRR33750943.11837249__2.11685206	UniClust90_OHNANPPB00875|2__6|SGB74789
SRR33750943.11838513__2.11686454	UniClust90_JMJHPHJK01792|1__6|SGB134112
SRR33750943.11838740__2.11686681	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750943.11838718__2.11686659	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750943.11839245__2.11687182	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750943.11840056__2.11687975	UniClust90_PFELKCFB02315|1__7|SGB89410
SRR33750943.11840798__2.11688707	UniClust90_GBLMBOPO01512|1__4|SGB133090
SRR33750943.11841013__2.11688918	UniClust90_HBCNFADG00329|1__4|SGB74789
SRR33750943.11841118__2.11689023	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750943.11841608__2.11689508	UniClust90_BGDHDLNA01758|1__9|SGB84075
SRR33750943.11842212__2.11690103	UniClust90_CGHAKFKK01739|1__5|SGB74789
SRR33750943.11842900__2.11690781	UniClust90_FKAEHBFM00381|1__8|SGB74789
SRR33750943.11843937__2.11691811	UniRef90_A0A1C6VUY7|1__8|SGB16466
SRR33750943.11845862__2.11693714	UniClust90_FOFGKOOL02398|1__7|SGB133198
SRR33750943.11846795__2.11694632	UniClust90_AMOFFOJE00364|1__9|SGB133121
SRR33750943.11847543__2.11695372	UniRef90_A0A387BWS2|1__11|SGB35002
SRR33750943.11847931__2.11695753	UniClust90_PMEKMALP01253|3__6|SGB89409
SRR33750943.11847828__2.11695651	UniClust90_PMIPAOFH02099|1__3|SGB89410
SRR33750943.11850916__2.11698711	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750943.11852476__2.11700255	UniClust90_HMPPKHGP00506|1__4|SGB133091
SRR33750943.11853092__2.11700865	UniClust90_DCLMLFKJ01431|1__13|SGB94420
SRR33750943.11854214__2.11701971	UniClust90_KIKAPEFO01734|1__3|SGB74789
SRR33750943.11854492__2.11702244	UniClust90_PIHLJOEE00225|1__6|SGB84075
SRR33750943.11856186__2.11703920	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750943.11857700__2.11705420	UniRef90_UPI00101B9EC3|1__19|SGB30169
SRR33750943.11857564__2.11705286	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750943.11859116__2.11706820	UniClust90_DCJCBMEC03046|15__21|SGB122526
SRR33750943.11859987__2.11707681	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750943.11861037__2.11708718	UniClust90_IOFPBIHC00529|1__6|SGB130007
SRR33750943.11861167__2.11708845	UniRef90_A0A2V6DXT0|1__7|SGB22169
SRR33750943.11863805__2.11711452	UniRef90_A0A176YS47|1__9|SGB11302
SRR33750943.11865281__2.11712910	UniClust90_EOHJAOBD01200|1__7|SGB94618
SRR33750943.11865641__2.11713267	UniClust90_GIDCBJMF00150|1__12|SGB134112
SRR33750943.11868206__2.11715796	UniClust90_HGJNCPHJ02354|1__13|SGB125949
SRR33750943.11868657__2.11716243	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750943.11869918__2.11717484	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750943.11870188__2.11717753	UniClust90_NOMIGGEC02011|1__14|SGB125949
SRR33750943.11870915__2.11718475	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750943.11871339__2.11718895	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750943.11871691__2.11719244	UniClust90_IJKGCFNK00940|1__16|SGB131808
SRR33750943.11872311__2.11719856	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750943.11873073__2.11720612	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750943.11872982__2.11720522	UniClust90_OPLEJCPF00667|1__12|SGB125949
SRR33750943.11872845__2.11720386	UniClust90_IJHKGIGD00725|1__14|SGB128471
SRR33750943.11873661__2.11721195	UniClust90_DAODNPOA01111|1__3|SGB89725
SRR33750943.11874961__2.11722476	UniClust90_BGMDAEJF00944|8__19|SGB122526
SRR33750943.11876022__2.11723529	UniClust90_JINNGNKA01232|1__11|SGB129038
SRR33750943.11876812__2.11724313	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750943.11876901__2.11724398	UniClust90_EPBEGOAF02469|1__14|SGB176068
SRR33750943.11877123__2.11724620	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750943.11876955__2.11724452	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750943.11879447__2.11726931	UniClust90_EIAMMEDP00330|1__5|SGB74789
SRR33750943.11879784__2.11727265	UniClust90_JMFJJCJA01564|1__5|SGB130007
SRR33750943.11882087__2.11729540	UniClust90_IFIGBIOF00391|1__5|SGB125699
SRR33750943.11883437__2.11730872	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750943.11883721__2.11731154	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750943.11884366__2.11731791	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750943.11884963__2.11732381	UniClust90_CAGCLOCO01516|1__3|SGB89423
SRR33750943.11885093__2.11732510	UniClust90_KPGCMLFP01788|1__14|SGB89408
SRR33750943.11886247__2.11733653	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750943.11886866__2.11734260	UniClust90_OAHKOOFD03270|4__7|SGB122526
SRR33750943.11887493__2.11734877	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.11889499__2.11736865	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750943.11889771__2.11737134	UniClust90_OJGLOKOM02006|1__5|SGB84075
SRR33750943.11889902__2.11737263	UniClust90_ENBABIAF00632|1__8|SGB128778
SRR33750943.11889406__2.11736774	UniClust90_PMIPAOFH02100|1__7|SGB89410
SRR33750943.11890333__2.11737688	UniClust90_IJKGCFNK01664|1__15|SGB131808
SRR33750943.11890437__2.11737791	UniClust90_CMJGEBLA03651|1__9|SGB89408
SRR33750943.11891942__2.11739279	UniClust90_IOFPBIHC01724|1__6|SGB130007
SRR33750943.11892165__2.11739500	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750943.11893581__2.11740897	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750943.11893915__2.11741230	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750943.11896980__2.11744265	UniClust90_EHFFKAJJ05764|2__6|SGB74780
SRR33750943.11897155__2.11744439	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750943.11897519__2.11744800	UniClust90_BKEMCFBC03918|1__3|SGB131913
SRR33750943.11898509__2.11745776	UniClust90_DLOKBJPP01835|1__6|SGB131913
SRR33750943.11900573__2.11747822	UniRef90_A0A1Q7B4K4|1__5|SGB56640
SRR33750943.11901282__2.11748523	UniClust90_CKAHGCJD00184|1__3|SGB89423
SRR33750943.11901425__2.11748665	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750943.11902040__2.11749273	UniClust90_EKCLMAKM05168|1__8|SGB89408
SRR33750943.11902679__2.11749907	UniClust90_CBNLCMFD01479|1__7|SGB74789
SRR33750943.11902333__2.11749565	UniClust90_KJLGMFCF02663|1__9|SGB84076
SRR33750943.11903903__2.11751120	UniClust90_DIBLBONP00861|1__7|SGB84078
SRR33750943.11905387__2.11752587	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750943.11907666__2.11754836	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750943.11908856__2.11756013	UniClust90_BGMDAEJF01561|1__7|SGB122526
SRR33750943.11909177__2.11756327	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750943.11909027__2.11756180	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750943.11909926__2.11757072	UniClust90_JMEHNDKJ01630|1__12|SGB87661
SRR33750943.11910126__2.11757269	UniClust90_DCJCBMEC01894|3__8|SGB122526
SRR33750943.11910220__2.11757363	UniClust90_EJAHAFID03699|1__5|SGB130007
SRR33750943.11912653__2.11759776	UniClust90_MEABCEIN01071|1__9|SGB84078
SRR33750943.11916316__2.11763401	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750943.11919734__2.11766784	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750943.11919703__2.11766753	UniClust90_DEHNPGMG00583|1__3|SGB89423
SRR33750943.11920415__2.11767458	UniClust90_ALPEOPJM01111|1__11|SGB84331
SRR33750943.11921518__2.11768551	UniClust90_KPGCMLFP00529|4__21|SGB89408
SRR33750943.11922378__2.11769402	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750943.11922417__2.11769441	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750943.11922154__2.11769179	UniClust90_OALLKAFI01259|1__7|SGB84078
SRR33750943.11924092__2.11771101	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.11925041__2.11772045	UniClust90_DMIFDCIE05164|1__18|SGB71239
SRR33750943.11926987__2.11773975	UniClust90_DIBLBONP01245|1__6|SGB84078
SRR33750943.11929299__2.11776271	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750943.11929535__2.11776500	UniClust90_EKCLMAKM02273|1__7|SGB89408
SRR33750943.11929795__2.11776758	UniClust90_CGHAKFKK02258|5__8|SGB74789
SRR33750943.11931620__2.11778559	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750943.11932296__2.11779225	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750943.11932626__2.11779546	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.11932800__2.11779714	UniClust90_HFDFHOBL02255|1__3|SGB74789
SRR33750943.11932813__2.11779727	UniClust90_ICJPFPDN02457|1__3|SGB74789
SRR33750943.11932952__2.11779864	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750943.11935084__2.11781965	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.11935145__2.11782025	UniClust90_MKPDLIIB00447|1__7|SGB131913
SRR33750943.11935246__2.11782126	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750943.11935853__2.11782729	UniClust90_FNPCGKEP01659|1__4|SGB84078
SRR33750943.11938292__2.11785135	UniClust90_NMMEDCHE00496|1__4|SGB89423
SRR33750943.11938353__2.11785196	UniClust90_EJAHAFID00079|1__7|SGB130007
SRR33750943.11939228__2.11786062	UniClust90_KPNCFGKL04727|1__14|SGB134824
SRR33750943.11939418__2.11786252	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750943.11941390__2.11788199	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750943.11941281__2.11788092	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750943.11941728__2.11788534	UniClust90_ODHKCIBJ01401|1__5|SGB89423
SRR33750943.11942169__2.11788970	UniClust90_MEABCEIN00919|1__6|SGB84078
SRR33750943.11944868__2.11791629	UniClust90_DFFDBJFB01636|1__15|SGB125699
SRR33750943.11946117__2.11792863	UniClust90_GIDCBJMF01287|1__4|SGB134112
SRR33750943.11946168__2.11792914	UniClust90_FGKOKKIM01859|1__23|SGB93411
SRR33750943.11947459__2.11794184	UniClust90_MEABCEIN00919|1__6|SGB84078
SRR33750943.11948346__2.11795062	UniClust90_EJKKHENI02884|1__8|SGB130045
SRR33750943.11951395__2.11798077	UniClust90_DEFNONOM00152|1__4|SGB56640
SRR33750943.11951582__2.11798264	UniClust90_DEHNPGMG01644|1__4|SGB89423
SRR33750943.11951849__2.11798530	UniClust90_DJFHEFAJ01085|1__5|SGB89423
SRR33750943.11953122__2.11799791	UniClust90_BGDHDLNA04043|1__5|SGB84075
SRR33750943.11953316__2.11799984	UniClust90_LOJNHDLJ03925|1__11|SGB62891
SRR33750943.11954708__2.11801357	UniClust90_HOKDAOEK02097|1__4|SGB89410
SRR33750943.11954187__2.11800843	UniClust90_GJEIHIOJ01051|17__20|SGB122526
SRR33750943.11955173__2.11801815	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750943.11956048__2.11802679	UniClust90_JBMBCDML00644|1__4|SGB89725
SRR33750943.11956373__2.11803002	UniClust90_DIBLBONP02072|3__9|SGB84078
SRR33750943.11957434__2.11804051	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750943.11957800__2.11804412	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750943.11958271__2.11804876	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750943.11958561__2.11805159	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750943.11959681__2.11806266	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750943.11960425__2.11807001	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750943.11960770__2.11807341	UniClust90_FNPCGKEP03763|1__6|SGB84078
SRR33750943.11962120__2.11808675	UniClust90_EJFOFLBH00374|1__3|SGB133091
SRR33750943.11962121__2.11808676	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.11962430__2.11808981	UniClust90_JMFJJCJA02522|1__6|SGB130007
SRR33750943.11962765__2.11809314	UniRef90_UPI00038165C7|1__14|SGB33892
SRR33750943.11965170__2.11811680	UniClust90_ICLCAGBO03534|1__6|SGB131913
SRR33750943.11967353__2.11813838	UniClust90_GJEIHIOJ03212|1__5|SGB122526
SRR33750943.11967503__2.11813986	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750943.11968467__2.11814936	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750943.11968940__2.11815404	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750943.11969904__2.11816350	UniClust90_CKDECKMG01211|1__15|SGB133121
SRR33750943.11972487__2.11818898	UniClust90_BOKHIPMC00291|1__5|SGB130007
SRR33750943.11974137__2.11820536	UniClust90_CBDIOHJF00849|4__13|SGB89725
SRR33750943.11974524__2.11820918	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750943.11975696__2.11822083	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750943.11976016__2.11822399	UniClust90_OGMDLCHB00019|1__4|SGB74789
SRR33750943.11976350__2.11822728	UniClust90_DLOKBJPP02542|1__6|SGB131913
SRR33750943.11976437__2.11822814	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750943.11977196__2.11823564	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750943.11978690__2.11825036	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750943.11978074__2.11824431	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750943.11979456__2.11825789	UniClust90_ACDABMLJ01800|3__8|SGB133090
SRR33750943.11980166__2.11826493	UniClust90_CKAHGCJD01011|7__13|SGB89423
SRR33750943.11980449__2.11826772	UniClust90_FGHPNAPC00358|1__6|SGB89423
SRR33750943.11980664__2.11826985	UniClust90_FGHPNAPC00358|1__6|SGB89423
SRR33750943.11980975__2.11827292	UniClust90_PKCJLHDA02495|1__7|SGB89408
SRR33750943.11983051__2.11829346	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750943.11983391__2.11829684	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750943.11987113__2.11833372	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750943.11988027__2.11834280	UniClust90_FNPCGKEP00735|1__6|SGB84078
SRR33750943.11989713__2.11835951	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750943.11990014__2.11836250	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.11990102__2.11836334	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750943.11991904__2.11838114	UniClust90_AHMCBMKF02138|1__4|SGB89423
SRR33750943.11994646__2.11840826	UniClust90_ALADKHLP01470|2__6|SGB89423
SRR33750943.11995874__2.11842050	UniClust90_BKMLPNMA01734|1__3|SGB89423
SRR33750943.11997030__2.11843190	UniClust90_PIHLJOEE01087|1__8|SGB84075
SRR33750943.11998879__2.11845015	UniClust90_BFPOAJHP00136|1__9|SGB128781
SRR33750943.11999371__2.11845501	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750943.11999557__2.11845685	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750943.12000840__2.11846961	UniClust90_PJKCPLGD02008|1__3|SGB89423
SRR33750943.12001019__2.11847137	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750943.12001786__2.11847894	UniClust90_BOKHIPMC04936|1__5|SGB130007
SRR33750943.12003344__2.11849430	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750943.12003749__2.11849830	UniClust90_AHMCBMKF01403|1__6|SGB89423
SRR33750943.12007031__2.11853076	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750943.12008741__2.11854770	UniClust90_CLKOHAKG00192|1__4|SGB74789
