SRR33750947.51__1.51	UniRef90_UPI0004982413|1__12|SGB31998
SRR33750947.16776542__2.16600164	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.16777183__2.16600802	UniClust90_FNPCGKEP01158|1__5|SGB84078
SRR33750947.16777565__2.16601174	UniClust90_DPLIHBNC01541|2__5|SGB89725
SRR33750947.16777615__2.16601224	UniClust90_KIMNEABG00305|1__6|SGB131913
SRR33750947.16777777__2.16601385	UniClust90_EGJMCDJL03107|1__6|SGB133322
SRR33750947.16778834__2.16602433	UniClust90_DJBDGBNB00314|2__6|SGB89725
SRR33750947.16778862__2.16602461	UniClust90_JJDEJDCI01861|2__8|SGB89423
SRR33750947.16779893__2.16603479	UniClust90_NHHHKJJE02555|1__9|SGB125949
SRR33750947.16780167__2.16603749	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750947.16780446__2.16604026	UniClust90_CMHDMJOM04410|1__6|SGB56640
SRR33750947.16780493__2.16604072	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750947.16782195__2.16605743	UniClust90_MEABCEIN00530|1__7|SGB84078
SRR33750947.16782682__2.16606220	UniClust90_HNMMCIDG01638|1__7|SGB74789
SRR33750947.16782730__2.16606268	UniClust90_CHLBPEBB02121|1__5|SGB89725
SRR33750947.16783654__2.16607181	UniClust90_JKONEDMA00404|1__5|SGB130007
SRR33750947.16785080__2.16608583	UniClust90_DEFNONOM00525|1__6|SGB56640
SRR33750947.16784853__2.16608357	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750947.16785298__2.16608799	UniClust90_DEILMPBG00229|1__3|SGB74789
SRR33750947.16785498__2.16608996	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750947.16785668__2.16609165	UniClust90_DFPNCMDA02553|1__9|SGB130045
SRR33750947.16786339__2.16609828	UniClust90_LLHLEBOE02093|1__4|SGB89423
SRR33750947.16786980__2.16610465	UniClust90_OAHKOOFD02347|1__4|SGB122526
SRR33750947.16787665__2.16611140	UniClust90_EMAEKJAG02289|1__13|SGB128987
SRR33750947.16787867__2.16611341	UniClust90_IAFJOFII01012|2__5|SGB134112
SRR33750947.16788549__2.16612017	UniClust90_PLNJEBMN00915|1__5|SGB133091
SRR33750947.16790043__2.16613494	UniClust90_DJFHEFAJ02190|1__3|SGB89423
SRR33750947.16791187__2.16614619	UniClust90_LGJBDPMI00582|1__6|SGB133334
SRR33750947.16791334__2.16614764	UniRef90_A0A1E2W2P6|1__5|SGB7711
SRR33750947.16791960__2.16615384	UniClust90_GIDCBJMF01365|1__9|SGB134112
SRR33750947.16793857__2.16617262	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750947.16794249__2.16617654	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750947.16794367__2.16617770	UniClust90_DPLIHBNC00505|1__4|SGB89725
SRR33750947.16794474__2.16617877	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750947.16796223__2.16619592	UniClust90_KNFMELDC02851|1__7|SGB93999
SRR33750947.16797048__2.16620408	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750947.16799247__2.16622570	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750947.16800713__2.16624015	UniClust90_GIMAHFHH02931|1__9|SGB89408
SRR33750947.16802555__2.16625829	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750947.16802651__2.16625923	UniClust90_DEFNONOM00060|1__5|SGB56640
SRR33750947.16804885__2.16628132	UniClust90_AHBBACPJ01607|3__7|SGB122683
SRR33750947.16806128__2.16629357	UniClust90_KPGCMLFP02061|1__10|SGB89408
SRR33750947.16806220__2.16629447	UniClust90_CKLAELPF01555|1__6|SGB128178
SRR33750947.16807463__2.16630673	UniClust90_NOMIGGEC02314|1__11|SGB125949
SRR33750947.16807470__2.16630680	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750947.16807716__2.16630923	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750947.16807744__2.16630951	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750947.16809086__2.16632276	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750947.16810362__2.16633526	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750947.16811031__2.16634182	UniClust90_NKFDNCBD01493|1__18|SGB135184
SRR33750947.16811686__2.16634828	UniClust90_CFIKCEGJ02494|1__16|SGB131808
SRR33750947.16811789__2.16634930	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750947.16811997__2.16635137	UniClust90_DEHNPGMG01644|1__4|SGB89423
SRR33750947.16813646__2.16636769	UniClust90_CBDIOHJF00849|4__13|SGB89725
SRR33750947.16814590__2.16637701	UniClust90_DPLIHBNC01042|1__5|SGB89725
SRR33750947.16815082__2.16638189	UniClust90_CFNDHIDG02362|1__6|SGB130045
SRR33750947.16817724__2.16640797	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750947.16817740__2.16640810	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.16817822__2.16640889	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750947.16818548__2.16641604	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750947.16819560__2.16642597	UniClust90_EJFOFLBH00016|1__3|SGB133091
SRR33750947.16820351__2.16643370	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.16821390__2.16644395	UniClust90_GIDCBJMF00639|1__8|SGB134112
SRR33750947.16821712__2.16644712	UniClust90_ANDLCEDJ01083|1__3|SGB133091
SRR33750947.16822608__2.16645596	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750947.16824751__2.16647717	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750947.16826539__2.16649476	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750947.16827899__2.16650824	UniRef90_A0A345ZZ40|5__10|SGB89408
SRR33750947.16828020__2.16650943	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750947.16828371__2.16651289	UniClust90_KKIMMIEP03455|1__21|SGB131083
SRR33750947.16827989__2.16650912	UniClust90_LJMOGHMP01146|1__9|SGB128778
SRR33750947.16828617__2.16651530	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750947.16828569__2.16651482	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750947.16828353__2.16651271	UniClust90_KKIMMIEP03455|1__21|SGB131083
SRR33750947.16829635__2.16652534	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750947.16829820__2.16652719	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750947.16829998__2.16652895	UniRef90_A0A1Q8B7X7|7__14|SGB17587
SRR33750947.16830684__2.16653573	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.16831922__2.16654796	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750947.16832291__2.16655164	UniClust90_ACDABMLJ00442|1__7|SGB133090
SRR33750947.16832395__2.16655264	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750947.16832599__2.16655466	UniRef90_U5EFU7|1__16|SGB15852
SRR33750947.16832817__2.16655681	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750947.16833919__2.16656774	UniClust90_ICLCAGBO02984|1__5|SGB131913
SRR33750947.16835044__2.16657889	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750947.16835853__2.16658690	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750947.16836049__2.16658885	UniClust90_LLIEHLNH03555|1__6|SGB130007
SRR33750947.16836270__2.16659105	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750947.16837261__2.16660084	UniClust90_NHHHKJJE02731|1__12|SGB125949
SRR33750947.16837866__2.16660679	UniClust90_PPDCKKGL00407|2__6|SGB133090
SRR33750947.16838884__2.16661691	UniClust90_IBMDDACE00649|1__7|SGB128778
SRR33750947.16839139__2.16661944	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750947.16839225__2.16662029	UniClust90_JCMEFMGF02105|1__11|SGB74780
SRR33750947.16839232__2.16662035	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750947.16839985__2.16662778	UniClust90_GLCCIAAD00891|1__4|SGB89423
SRR33750947.16840393__2.16663183	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750947.16841713__2.16664487	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750947.16841419__2.16664197	UniRef90_A0A1Q7BU20|3__8|SGB56640
SRR33750947.16843036__2.16665801	UniClust90_HGAMACDH00640|1__9|SGB128778
SRR33750947.16843202__2.16665966	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750947.16843773__2.16666528	UniClust90_HJKNIEHA00144|2__11|SGB89408
SRR33750947.16843798__2.16666553	UniClust90_CKIMIKLI03323|1__14|SGB133129
SRR33750947.16844280__2.16667029	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750947.16845614__2.16668342	UniClust90_GEHFPKBH02110|1__6|SGB84075
SRR33750947.16845813__2.16668536	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750947.16845937__2.16668659	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750947.16846902__2.16669611	UniClust90_AMMJOKDD06456|1__7|SGB74780
SRR33750947.16848058__2.16670755	UniClust90_GEHFPKBH01295|1__4|SGB84075
SRR33750947.16848737__2.16671429	UniClust90_AMOFFOJE02728|1__11|SGB133121
SRR33750947.16848990__2.16671678	UniClust90_LJMOGHMP01675|1__8|SGB128778
SRR33750947.16849530__2.16672210	UniRef90_A0A2V6DT71|1__17|SGB22169
SRR33750947.16849786__2.16672463	UniClust90_AAMLKDHD03976|1__13|SGB110982
SRR33750947.16849833__2.16672509	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750947.16849364__2.16672047	UniClust90_CLKOHAKG00546|1__5|SGB74789
SRR33750947.16849294__2.16671978	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750947.16851514__2.16674166	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750947.16852815__2.16675449	UniRef90_A0A2V6DJY9|1__8|SGB22169
SRR33750947.16853530__2.16676153	UniClust90_PPJAIDOO02408|1__6|SGB84075
SRR33750947.16853572__2.16676195	UniClust90_GEHFPKBH01295|1__4|SGB84075
SRR33750947.16854753__2.16677363	UniClust90_NOMIGGEC00868|1__15|SGB125949
SRR33750947.16855050__2.16677658	UniClust90_HGJNCPHJ03568|1__9|SGB125949
SRR33750947.16856120__2.16678714	UniClust90_CHMIEHDJ01806|3__6|SGB56640
SRR33750947.16856234__2.16678827	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750947.16855683__2.16678285	UniRef90_A0A2V5JLZ2|1__7|SGB52720
SRR33750947.16856904__2.16679482	UniClust90_BNOEINHM00283|1__5|SGB122683
SRR33750947.16857486__2.16680060	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750947.16857772__2.16680343	UniClust90_BKEMCFBC00803|1__5|SGB131913
SRR33750947.16858194__2.16680762	UniClust90_CDCDKIIJ01453|13__16|SGB84331
SRR33750947.16858567__2.16681133	UniRef90_A0A2V6CY45|1__10|SGB22169
SRR33750947.16858895__2.16681455	UniClust90_PCFEFNCA03635|2__8|SGB89408
SRR33750947.16858907__2.16681467	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750947.16858929__2.16681489	UniClust90_ACDABMLJ00265|2__6|SGB133090
SRR33750947.16859681__2.16682234	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750947.16859669__2.16682223	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750947.16860350__2.16682899	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750947.16860481__2.16683027	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750947.16861573__2.16684100	UniClust90_DJBDGBNB03399|1__3|SGB89725
SRR33750947.16861833__2.16684356	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.16863696__2.16686206	UniClust90_MGMAIHDG00943|1__6|SGB128178
SRR33750947.16864353__2.16686856	UniClust90_DCJCBMEC03674|1__6|SGB122526
SRR33750947.16866274__2.16688756	UniClust90_BOKHIPMC01063|1__5|SGB130007
SRR33750947.16866746__2.16689222	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750947.16867618__2.16690086	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750947.16867849__2.16690313	UniClust90_IOFPBIHC00132|2__7|SGB130007
SRR33750947.16868536__2.16690988	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750947.16869010__2.16691458	UniClust90_JHNMEHIJ04550|1__6|SGB56640
SRR33750947.16870587__2.16693019	UniClust90_ICLCAGBO01377|1__5|SGB131913
SRR33750947.16871091__2.16693512	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750947.16872185__2.16694591	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750947.16873177__2.16695566	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750947.16873890__2.16696262	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750947.16874847__2.16697201	UniClust90_LJMOGHMP00393|1__8|SGB128778
SRR33750947.16875693__2.16698035	UniClust90_MOPOFHCP03312|1__8|SGB89408
SRR33750947.16876728__2.16699062	UniClust90_ANDLCEDJ01710|1__4|SGB133091
SRR33750947.16877440__2.16699766	UniRef90_A0A1Q7BUY6|1__6|SGB73517
SRR33750947.16877444__2.16699770	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750947.16877977__2.16700299	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750947.16877950__2.16700274	UniClust90_HGFGGOBL01552|1__7|SGB84331
SRR33750947.16877997__2.16700319	UniRef90_C6D213|1__11|SGB154315
SRR33750947.16878557__2.16700873	UniClust90_EJAHAFID03692|1__8|SGB130007
SRR33750947.16879595__2.16701898	UniClust90_CCENEJJC01072|1__8|SGB56118
SRR33750947.16879905__2.16702203	UniClust90_GLCCIAAD00891|1__4|SGB89423
SRR33750947.16880165__2.16702461	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.16880148__2.16702444	UniClust90_HJKNIEHA01810|1__7|SGB89408
SRR33750947.16882025__2.16704304	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750947.16882295__2.16704572	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750947.16883126__2.16705395	UniClust90_IJHKGIGD02745|1__11|SGB128471
SRR33750947.16885370__2.16707615	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750947.16885893__2.16708135	UniClust90_HGAMACDH01319|1__8|SGB128778
SRR33750947.16887201__2.16709422	UniClust90_EOFGAKMC00667|1__12|SGB84075
SRR33750947.16887425__2.16709643	UniClust90_KIMIJBHB00487|1__21|SGB126432
SRR33750947.16888147__2.16710352	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750947.16888172__2.16710377	UniClust90_HNBLJKFC02298|1__10|SGB128778
SRR33750947.16889098__2.16711294	UniClust90_DJBDGBNB03404|1__8|SGB89725
SRR33750947.16890046__2.16712236	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750947.16890563__2.16712743	UniClust90_GFHGLNMO00869|1__4|SGB133091
SRR33750947.16890895__2.16713072	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750947.16890932__2.16713109	UniClust90_KIMNEABG03484|1__9|SGB131913
SRR33750947.16892586__2.16714746	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750947.16893396__2.16715538	UniClust90_EHIAFBHG01272|1__12|SGB128778
SRR33750947.16893770__2.16715904	UniClust90_IBMDDACE01790|1__13|SGB128778
SRR33750947.16894616__2.16716739	UniClust90_IMMCPGKG02367|1__10|SGB128778
SRR33750947.16895616__2.16717723	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750947.16897201__2.16719287	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750947.16897786__2.16719866	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750947.16899026__2.16721093	UniClust90_ALPEOPJM01142|1__10|SGB84331
SRR33750947.16899062__2.16721129	UniClust90_ALPEOPJM01142|1__10|SGB84331
SRR33750947.16899531__2.16721591	UniClust90_BKMLPNMA00308|1__12|SGB89423
SRR33750947.16899542__2.16721602	UniClust90_BKMLPNMA00308|1__12|SGB89423
SRR33750947.16900053__2.16722108	UniClust90_JBMBCDML01850|4__7|SGB89725
SRR33750947.16900158__2.16722211	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750947.16900442__2.16722490	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750947.16900503__2.16722551	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750947.16900218__2.16722269	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.16899869__2.16721928	UniClust90_NFEHNLLP04510|1__12|SGB184291
SRR33750947.16902141__2.16724175	UniClust90_IDPAEINK00632|1__6|SGB89725
SRR33750947.16902245__2.16724278	UniClust90_NDKHIJOM00115|1__7|SGB131282
SRR33750947.16903194__2.16725212	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750947.16904238__2.16726246	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750947.16906640__2.16728618	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750947.16906432__2.16728412	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750947.16907374__2.16729343	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750947.16906990__2.16728965	UniRef90_A0A2V5W6N1|4__8|SGB52719
SRR33750947.16908133__2.16730092	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750947.16908580__2.16730531	UniClust90_BFPOAJHP02018|10__24|SGB128781
SRR33750947.16909625__2.16731569	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750947.16911843__2.16733757	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750947.16913359__2.16735260	UniClust90_BKMLPNMA00308|1__12|SGB89423
SRR33750947.16914971__2.16736853	UniClust90_DPLIHBNC01541|2__5|SGB89725
SRR33750947.16915755__2.16737624	UniClust90_HNBLJKFC00678|1__15|SGB128778
SRR33750947.16915715__2.16737584	UniClust90_GEHFPKBH04297|1__9|SGB84075
SRR33750947.16916378__2.16738236	UniClust90_EDBNNBOB00993|1__7|SGB56640
SRR33750947.16916481__2.16738339	UniClust90_EDBNNBOB00993|1__7|SGB56640
SRR33750947.16916461__2.16738319	UniClust90_JBMBCDML00644|1__4|SGB89725
SRR33750947.16916768__2.16738621	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750947.16917379__2.16739229	UniClust90_EJAHAFID03692|1__8|SGB130007
SRR33750947.16918414__2.16740245	UniRef90_A0A2V6DI48|1__12|SGB22169
SRR33750947.16922440__2.16744230	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.16923304__2.16745081	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750947.16924054__2.16745822	UniClust90_OFJFLJEC00533|1__4|SGB74789
SRR33750947.16924350__2.16746113	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750947.16924025__2.16745793	UniClust90_IDPAEINK00125|1__7|SGB89725
SRR33750947.16925235__2.16746988	UniClust90_NFEHNLLP04370|1__23|SGB184291
SRR33750947.16925943__2.16747685	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750947.16926246__2.16747986	UniRef90_UPI0004854E83|1__6|SGB31987
SRR33750947.16926770__2.16748501	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750947.16927589__2.16749314	UniClust90_BOKHIPMC03538|1__5|SGB130007
SRR33750947.16929638__2.16751333	UniClust90_MKPDLIIB01314|1__7|SGB131913
SRR33750947.16930067__2.16751757	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750947.16930391__2.16752075	UniClust90_ALPEOPJM00314|1__7|SGB84331
SRR33750947.16930680__2.16752357	UniClust90_HGAMACDH00869|1__8|SGB128778
SRR33750947.16930684__2.16752361	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750947.16930786__2.16752461	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750947.16930750__2.16752426	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750947.16930729__2.16752405	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750947.16930789__2.16752464	UniClust90_NHHHKJJE03593|1__8|SGB125949
SRR33750947.16931026__2.16752700	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750947.16931060__2.16752733	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750947.16932377__2.16754041	UniClust90_CKKLCDJO00519|1__7|SGB127159
SRR33750947.16932532__2.16754194	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750947.16932775__2.16754435	UniClust90_GBLMBOPO00473|8__11|SGB133090
SRR33750947.16933365__2.16755013	UniClust90_OALLKAFI02755|1__10|SGB84078
SRR33750947.16933719__2.16755363	UniClust90_OPLEJCPF00667|1__12|SGB125949
SRR33750947.16934004__2.16755643	UniClust90_OELLCOID00404|1__12|SGB128218
SRR33750947.16935334__2.16756954	UniClust90_DCCDKMAG02483|1__10|SGB132736
SRR33750947.16934293__2.16755927	UniClust90_GJBLDLDM02015|1__6|SGB89423
SRR33750947.16935649__2.16757268	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750947.16936127__2.16757741	UniClust90_NHHHKJJE02678|1__9|SGB125949
SRR33750947.16936280__2.16757891	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750947.16936492__2.16758099	UniClust90_OPLEJCPF03512|1__15|SGB125949
SRR33750947.16936494__2.16758101	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750947.16936713__2.16758319	UniClust90_MAPGAGMJ02224|1__5|SGB133334
SRR33750947.16936889__2.16758495	UniClust90_LCIBFGAE00249|1__8|SGB127159
SRR33750947.16936992__2.16758598	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750947.16937630__2.16759225	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750947.16937729__2.16759322	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750947.16939139__2.16760708	UniRef90_A0A2V6DQW0|5__14|SGB22169
SRR33750947.16940494__2.16762048	UniClust90_DEHNPGMG01160|1__3|SGB89423
SRR33750947.16942486__2.16764026	UniClust90_ICLCAGBO02788|1__6|SGB131913
SRR33750947.16942932__2.16764468	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750947.16943537__2.16765068	UniClust90_MDGCCGDH01245|1__3|SGB56640
SRR33750947.16943729__2.16765259	UniClust90_IMMCPGKG00338|1__9|SGB128778
SRR33750947.16943683__2.16765213	UniClust90_IJHKGIGD02745|1__11|SGB128471
SRR33750947.16946528__2.16768031	UniClust90_BGDHDLNA04580|1__6|SGB84075
SRR33750947.16947941__2.16769422	UniClust90_GFHGLNMO00433|1__6|SGB133091
SRR33750947.16948419__2.16769896	UniClust90_AHBBACPJ02014|1__9|SGB122683
SRR33750947.16950284__2.16771734	UniClust90_EHFFKAJJ03722|3__9|SGB74780
SRR33750947.16952691__2.16774111	UniClust90_PIHLJOEE02285|1__5|SGB84075
SRR33750947.16953278__2.16774692	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750947.16953402__2.16774814	UniRef90_A0A140GV16|1__3|SGB89725
SRR33750947.16954089__2.16775497	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750947.16954480__2.16775885	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750947.16955076__2.16776473	UniClust90_NECMKPAF02006|1__7|SGB89408
SRR33750947.16956599__2.16777977	UniClust90_OCJAPFEA00132|1__8|SGB125949
SRR33750947.16956962__2.16778336	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750947.16957174__2.16778548	UniClust90_KPGCMLFP01122|1__7|SGB89408
SRR33750947.16957310__2.16778681	UniClust90_EHKFGODG01873|1__6|SGB134112
SRR33750947.16957220__2.16778592	UniClust90_EHKFGODG01873|1__6|SGB134112
SRR33750947.16957404__2.16778774	UniClust90_KDDPKKIL02012|1__9|SGB128471
SRR33750947.16957378__2.16778748	UniClust90_KDDPKKIL02012|1__9|SGB128471
SRR33750947.16957659__2.16779028	UniClust90_KDDPKKIL02012|1__9|SGB128471
SRR33750947.16958158__2.16779522	UniRef90_A0A2V6ASH5|1__5|SGB52714
SRR33750947.16958315__2.16779676	UniRef90_A0A0Q3S2Y9|1__12|SGB30189
SRR33750947.16958032__2.16779397	UniClust90_GBLMBOPO00547|2__5|SGB133090
SRR33750947.16958659__2.16780016	UniClust90_LGBMFDOL02530|1__15|SGB129206
SRR33750947.16960472__2.16781805	UniClust90_OBEJBAOE01549|1__11|SGB128218
SRR33750947.16961340__2.16782662	UniClust90_LGBMFDOL01263|1__19|SGB129206
SRR33750947.16960955__2.16782279	UniClust90_MKPDLIIB01828|1__10|SGB131913
SRR33750947.16963817__2.16785119	UniClust90_BGDHDLNA07467|1__10|SGB84075
SRR33750947.16964424__2.16785724	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750947.16964636__2.16785933	UniRef90_A0A2V5KKT4|1__4|SGB52719
SRR33750947.16964606__2.16785903	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750947.16964859__2.16786153	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750947.16965793__2.16787081	UniClust90_PBFDPDKB03086|1__17|SGB135184
SRR33750947.16965918__2.16787205	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750947.16966834__2.16788111	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750947.16967049__2.16788323	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750947.16968434__2.16789693	UniClust90_IDPAEINK00446|1__5|SGB89725
SRR33750947.16968459__2.16789718	UniClust90_CHMIEHDJ03241|5__12|SGB56640
SRR33750947.16968885__2.16790139	UniClust90_FECOCFCC00336|1__13|SGB128987
SRR33750947.16969232__2.16790484	UniClust90_DFAEICIF00566|1__12|SGB52719
SRR33750947.16969487__2.16790739	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750947.16969541__2.16790793	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750947.16969835__2.16791085	UniClust90_ENBABIAF01763|1__10|SGB128778
SRR33750947.16970613__2.16791854	UniClust90_KDDPKKIL00751|1__10|SGB128471
SRR33750947.16970836__2.16792075	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750947.16972243__2.16793468	UniClust90_FOJGPGMP01794|1__10|SGB133334
SRR33750947.16972518__2.16793741	UniClust90_HMPPKHGP00324|1__4|SGB133091
SRR33750947.16972347__2.16793572	UniClust90_FOJGPGMP01794|1__10|SGB133334
SRR33750947.16976321__2.16797503	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750947.16976388__2.16797569	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750947.16977292__2.16798466	UniClust90_IMMCPGKG02090|1__9|SGB128778
SRR33750947.16977575__2.16798743	UniRef90_A0A1Q7B7K0|1__11|SGB73517
SRR33750947.16978258__2.16799413	UniClust90_FNPCGKEP01699|1__4|SGB84078
SRR33750947.16979244__2.16800388	UniClust90_JEHCBLFF00955|1__4|SGB74789
SRR33750947.16979430__2.16800573	UniClust90_JEHCBLFF00955|1__4|SGB74789
SRR33750947.16980860__2.16801987	UniClust90_OOJDGJFL01198|5__10|SGB74789
SRR33750947.16980296__2.16801432	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750947.16981433__2.16802553	UniClust90_EJAHAFID02072|1__6|SGB130007
