SRR33750935.444__1.436	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750935.9900792__2.9775277	UniClust90_LBCJEGLL04455|1__11|SGB94032
SRR33750935.9900855__2.9775340	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750935.9901111__2.9775592	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750935.9901444__2.9775921	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750935.9902413__2.9776880	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750935.9902820__2.9777281	UniClust90_GGDCCJLC00146|1__7|SGB128865
SRR33750935.9903040__2.9777500	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750935.9904533__2.9778982	UniClust90_IMMCPGKG00872|1__16|SGB128778
SRR33750935.9905116__2.9779558	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750935.9905592__2.9780030	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750935.9906659__2.9781091	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750935.9906015__2.9780451	UniRef90_A0A1Q7BJK5|1__10|SGB73517
SRR33750935.9909896__2.9784295	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750935.9910169__2.9784564	UniClust90_DJBDGBNB01191|5__11|SGB89725
SRR33750935.9910703__2.9785092	UniClust90_MHJDNOKO01650|1__5|SGB128178
SRR33750935.9910976__2.9785363	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750935.9912687__2.9787057	UniClust90_PKNCJFOJ03756|1__5|SGB56640
SRR33750935.9912939__2.9787307	UniClust90_HJKNIEHA03331|1__7|SGB89408
SRR33750935.9913684__2.9788044	UniClust90_DEHNPGMG00163|1__7|SGB89423
SRR33750935.9913702__2.9788062	UniClust90_DEHNPGMG00163|1__7|SGB89423
SRR33750935.9913949__2.9788307	UniClust90_DPJLILCC02455|1__3|SGB89725
SRR33750935.9914595__2.9788948	UniClust90_AOMEFECO00144|1__6|SGB133090
SRR33750935.9914752__2.9789104	UniClust90_HNBLJKFC02170|1__8|SGB128778
SRR33750935.9915775__2.9790111	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750935.9916884__2.9791211	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750935.9917007__2.9791334	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750935.9917372__2.9791697	UniClust90_IABCABEO00418|1__4|SGB74789
SRR33750935.9917851__2.9792171	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750935.9918594__2.9792903	UniRef90_A0A101C5C9|6__12|SGB16170
SRR33750935.9918573__2.9792882	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750935.9918651__2.9792958	UniClust90_OJFAJFEC00108|1__6|SGB89423
SRR33750935.9919252__2.9793557	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750935.9919508__2.9793810	UniRef90_UPI0010389F99|3__10|SGB34619
SRR33750935.9923023__2.9797284	UniClust90_FLPEKIDL05381|1__5|SGB34710
SRR33750935.9923584__2.9797839	UniClust90_EJFOFLBH01691|2__7|SGB133091
SRR33750935.9923833__2.9798085	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.9924553__2.9798800	UniRef90_A0A1Q7B4L6|1__6|SGB56640
SRR33750935.9925901__2.9800132	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750935.9926118__2.9800347	UniRef90_A0A2V6DIP1|1__8|SGB22169
SRR33750935.9926093__2.9800322	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750935.9926205__2.9800432	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750935.9927623__2.9801835	UniClust90_PBPOPINE01300|1__3|SGB87014
SRR33750935.9927675__2.9801886	UniClust90_GJEIHIOJ00078|1__5|SGB122526
SRR33750935.9928106__2.9802314	UniClust90_IKLAALHE01699|1__7|SGB133354
SRR33750935.9929560__2.9803757	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750935.9929880__2.9804077	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750935.9929951__2.9804148	UniClust90_NHHHKJJE02842|1__8|SGB125949
SRR33750935.9931589__2.9805769	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750935.9932684__2.9806856	UniClust90_NMMEDCHE00496|1__4|SGB89423
SRR33750935.9933282__2.9807440	UniClust90_OJGLOKOM00687|1__4|SGB84075
SRR33750935.9933510__2.9807666	UniClust90_IDPAEINK01080|1__5|SGB89725
SRR33750935.9933828__2.9807981	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750935.9935102__2.9809241	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750935.9936053__2.9810186	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750935.9936657__2.9810784	UniClust90_PICJGFGP01664|1__4|SGB89423
SRR33750935.9938102__2.9812217	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750935.9938215__2.9812329	UniClust90_FMPEHDNM00831|1__5|SGB89423
SRR33750935.9938906__2.9813015	UniClust90_GIDCBJMF00447|1__7|SGB134112
SRR33750935.9939158__2.9813262	UniClust90_FNPCGKEP00330|4__8|SGB84078
SRR33750935.9939995__2.9814090	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750935.9941092__2.9815168	UniClust90_HNBLJKFC02208|1__12|SGB128778
SRR33750935.9942006__2.9816069	UniClust90_EJAHAFID01881|1__7|SGB130007
SRR33750935.9943482__2.9817534	UniClust90_OALLKAFI01964|1__7|SGB84078
SRR33750935.9943903__2.9817953	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750935.9944679__2.9818719	UniClust90_LJMOGHMP02107|1__7|SGB128778
SRR33750935.9945004__2.9819041	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750935.9945587__2.9819619	UniClust90_DHCJNNEN00108|1__3|SGB89423
SRR33750935.9947159__2.9821182	UniClust90_DAODNPOA00396|1__4|SGB89725
SRR33750935.9947682__2.9821701	UniClust90_OCJAPFEA03243|1__10|SGB125949
SRR33750935.9948327__2.9822340	UniClust90_DCJCBMEC03036|3__7|SGB122526
SRR33750935.9948403__2.9822414	UniClust90_PIHLJOEE04725|1__8|SGB84075
SRR33750935.9949620__2.9823623	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750935.9950108__2.9824107	UniClust90_ANKLIGBF00061|4__9|SGB133334
SRR33750935.9950862__2.9824857	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750935.9950867__2.9824862	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750935.9951284__2.9825271	UniRef90_UPI00040DCCA0|10__20|SGB31987
SRR33750935.9951888__2.9825870	UniClust90_FKNELLKK01013|1__3|SGB122683
SRR33750935.9952436__2.9826413	UniClust90_GIDCBJMF01260|1__6|SGB134112
SRR33750935.9953115__2.9827086	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750935.9953468__2.9827438	UniClust90_DHCJNNEN00108|1__3|SGB89423
SRR33750935.9954179__2.9828143	UniRef90_A0A2V5SL91|1__4|SGB52719
SRR33750935.9954359__2.9828322	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750935.9954465__2.9828427	UniRef90_UPI0010406562|1__5|SGB34619
SRR33750935.9954159__2.9828123	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750935.9954607__2.9828567	UniClust90_BKIEHKJF01489|1__9|SGB131913
SRR33750935.9955253__2.9829204	UniClust90_OPLEJCPF02386|1__11|SGB125949
SRR33750935.9956287__2.9830227	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750935.9957995__2.9831923	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750935.9958960__2.9832877	UniRef90_A0A2V8GY36|1__8|SGB17587
SRR33750935.9959224__2.9833136	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750935.9959428__2.9833337	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750935.9960361__2.9834265	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750935.9960909__2.9834803	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750935.9961627__2.9835509	UniRef90_A0A345ZSK1|1__9|SGB89408
SRR33750935.9963021__2.9836891	UniClust90_BOKHIPMC01022|1__5|SGB130007
SRR33750935.9964008__2.9837868	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750935.9964352__2.9838210	UniClust90_NEMDDJGI01192|1__10|SGB133209
SRR33750935.9964478__2.9838336	UniClust90_KKDIGBNC01206|1__6|SGB74789
SRR33750935.9963632__2.9837495	UniClust90_IKEHPKJF02484|1__4|SGB130045
SRR33750935.9965859__2.9839703	UniClust90_BGMDAEJF02751|1__8|SGB122526
SRR33750935.9966468__2.9840309	UniClust90_HGJNCPHJ00714|1__10|SGB125949
SRR33750935.9966745__2.9840585	UniClust90_ODJKPAJN00641|3__14|SGB73658
SRR33750935.9968200__2.9842016	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750935.9969478__2.9843281	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750935.9970073__2.9843870	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750935.9970244__2.9844039	UniClust90_FIALMODC01807|1__11|SGB74506
SRR33750935.9971374__2.9845153	UniRef90_A0A2V8L1M9|1__8|SGB17587
SRR33750935.9971350__2.9845130	UniClust90_ALPEOPJM01142|1__10|SGB84331
SRR33750935.9972555__2.9846324	UniClust90_BOKHIPMC02422|1__5|SGB130007
SRR33750935.9973406__2.9847170	UniRef90_A0A2V5RC14|1__7|SGB52719
SRR33750935.9973710__2.9847473	UniClust90_CGHAKFKK00585|6__10|SGB74789
SRR33750935.9974107__2.9847866	UniClust90_OALLKAFI01964|1__7|SGB84078
SRR33750935.9974445__2.9848200	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750935.9974576__2.9848330	UniRef90_D7C7L8|1__8|SGB16126
SRR33750935.9974583__2.9848337	UniRef90_D7C7L8|1__8|SGB16126
SRR33750935.9974639__2.9848391	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750935.9975016__2.9848763	UniClust90_IBNNDEFK01222|1__7|SGB89408
SRR33750935.9976433__2.9850162	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750935.9976623__2.9850350	UniClust90_EMDGABIF01310|1__3|SGB122461
SRR33750935.9976849__2.9850575	UniRef90_A0A2V6DF73|1__15|SGB22169
SRR33750935.9976864__2.9850590	UniRef90_A0A2V6DF73|1__15|SGB22169
SRR33750935.9976597__2.9850324	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750935.9978114__2.9851828	UniClust90_HGJNCPHJ01100|1__9|SGB125949
SRR33750935.9978201__2.9851915	UniClust90_PLNJEBMN00307|1__3|SGB133091
SRR33750935.9978202__2.9851916	UniClust90_HMPPKHGP01419|1__5|SGB133091
SRR33750935.9978520__2.9852233	UniClust90_FMCCKGAC00964|1__11|SGB122610
SRR33750935.9979143__2.9852851	UniClust90_NECMKPAF04290|1__8|SGB89408
SRR33750935.9979815__2.9853511	UniClust90_OLPPFLML00126|1__5|SGB74789
SRR33750935.9979917__2.9853613	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750935.9981965__2.9855637	UniClust90_OJGLOKOM03438|1__7|SGB84075
SRR33750935.9982133__2.9855802	UniRef90_UPI00068694A3|1__9|SGB31987
SRR33750935.9983133__2.9856792	UniClust90_MDONDNCB00539|1__4|SGB74789
SRR33750935.9984495__2.9858142	UniClust90_GFEHHOJN00754|1__14|SGB132218
SRR33750935.9985912__2.9859537	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750935.9987023__2.9860636	UniClust90_EHIAFBHG01479|1__9|SGB128778
SRR33750935.9987715__2.9861321	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750935.9988970__2.9862567	UniClust90_KIMNEABG03217|1__10|SGB131913
SRR33750935.9989851__2.9863439	UniRef90_A0A2V6IYU9|1__9|SGB22169
SRR33750935.9990846__2.9864423	UniClust90_CPDHIADM00671|1__4|SGB74789
SRR33750935.9991057__2.9864634	UniClust90_DPJLILCC00968|1__4|SGB89725
SRR33750935.9991303__2.9864875	UniRef90_A0A2V7UF70|1__9|SGB24060
SRR33750935.9991953__2.9865522	UniClust90_IGKPANEM00287|1__11|SGB128987
SRR33750935.9992630__2.9866194	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750935.9993008__2.9866569	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.9993347__2.9866905	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750935.9995572__2.9869112	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750935.9995708__2.9869247	UniRef90_UPI00102E9C5F|3__6|SGB31989
SRR33750935.9995902__2.9869440	UniClust90_CBNLCMFD00766|1__4|SGB74789
SRR33750935.9996565__2.9870099	UniClust90_HNBLJKFC02489|1__8|SGB128778
SRR33750935.9997550__2.9871074	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750935.9997559__2.9871083	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750935.9997599__2.9871123	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750935.9997774__2.9871295	UniClust90_EJAHAFID03275|1__5|SGB130007
SRR33750935.9997619__2.9871143	UniClust90_DPLIHBNC01273|1__6|SGB89725
SRR33750935.9998802__2.9872310	UniClust90_DJBDGBNB03404|10__17|SGB89725
SRR33750935.9998898__2.9872406	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750935.9999561__2.9873061	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750935.9999442__2.9872944	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750935.10002682__2.9876158	UniClust90_JNDADBEG02532|1__10|SGB87826
SRR33750935.10005075__2.9878523	UniClust90_IMMCPGKG00678|1__10|SGB128778
SRR33750935.10005480__2.9878924	UniClust90_IGKPANEM01975|1__9|SGB128987
SRR33750935.10005715__2.9879157	UniClust90_GELBKHOP01858|1__13|SGB86850
SRR33750935.10005870__2.9879309	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750935.10006538__2.9879975	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750935.10006499__2.9879937	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750935.10007860__2.9881287	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750935.10009880__2.9883287	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750935.10010133__2.9883534	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750935.10012795__2.9886169	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750935.10013300__2.9886669	UniClust90_BBLHNEPJ01908|1__9|SGB122608
SRR33750935.10013543__2.9886912	UniClust90_OCJAPFEA04785|1__10|SGB125949
SRR33750935.10015211__2.9888563	UniRef90_A0A2V6JU71|1__12|SGB52719
SRR33750935.10015704__2.9889054	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750935.10015942__2.9889292	UniClust90_EDNFDLAG00532|1__6|SGB84078
SRR33750935.10016978__2.9890321	UniClust90_OFJJKHAK03052|1__4|SGB84078
SRR33750935.10017221__2.9890559	UniClust90_FFPHGKCO00409|1__5|SGB74789
SRR33750935.10018097__2.9891425	UniRef90_A0A2V5Z112|1__4|SGB52714
SRR33750935.10018886__2.9892203	UniClust90_LGJBDPMI01582|1__16|SGB133334
SRR33750935.10019847__2.9893155	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750935.10020948__2.9894247	UniClust90_HFDFHOBL01291|1__6|SGB74789
SRR33750935.10021806__2.9895094	UniClust90_JBCIEDIH02393|1__6|SGB122461
SRR33750935.10022228__2.9895510	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750935.10022710__2.9895983	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750935.10022765__2.9896038	UniClust90_GMGIGFBN00532|1__11|SGB128987
SRR33750935.10023696__2.9896960	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750935.10025062__2.9898312	UniRef90_UPI000E0AF00F|1__15|SGB33795
SRR33750935.10025309__2.9898554	UniClust90_BKIEHKJF02372|1__5|SGB131913
SRR33750935.10025563__2.9898807	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750935.10025495__2.9898739	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750935.10025355__2.9898599	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750935.10026607__2.9899833	UniClust90_BOKHIPMC02144|1__6|SGB130007
SRR33750935.10028211__2.9901419	UniClust90_OALLKAFI00543|1__7|SGB84078
SRR33750935.10029245__2.9902441	UniRef90_R4KDQ4|1__17|SGB6200
SRR33750935.10029748__2.9902939	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750935.10030126__2.9903314	UniClust90_CDCDKIIJ00250|1__5|SGB84331
SRR33750935.10030552__2.9903731	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750935.10031365__2.9904534	UniClust90_JMFJJCJA03369|1__6|SGB130007
SRR33750935.10030916__2.9904091	UniClust90_OCJAPFEA00421|1__10|SGB125949
SRR33750935.10031773__2.9904936	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750935.10032008__2.9905168	UniClust90_CANGFCMM00422|1__6|SGB122683
SRR33750935.10033332__2.9906479	UniClust90_OALLKAFI02488|1__3|SGB84078
SRR33750935.10033446__2.9906590	UniClust90_JKKHKAPH04527|1__12|SGB89408
SRR33750935.10033921__2.9907060	UniRef90_A0A1Q7B4C1|1__9|SGB56640
SRR33750935.10034474__2.9907606	UniClust90_PIHLJOEE01374|1__7|SGB84075
SRR33750935.10034635__2.9907766	UniClust90_ENCMJEIO02848|1__16|SGB87004
SRR33750935.10036128__2.9909244	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750935.10036132__2.9909248	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750935.10036710__2.9909822	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750935.10039615__2.9912688	UniClust90_IIEDOAEF00611|1__16|SGB128218
SRR33750935.10039749__2.9912821	UniClust90_PPJAIDOO03992|1__7|SGB84075
SRR33750935.10041127__2.9914180	UniClust90_KHFHAIOI06578|1__9|SGB11410
SRR33750935.10042088__2.9915128	UniClust90_OCJAPFEA04975|1__10|SGB125949
SRR33750935.10042496__2.9915529	UniClust90_CJJELLGD00419|1__9|SGB84331
SRR33750935.10041559__2.9914606	UniClust90_BKEMCFBC01286|1__15|SGB131913
SRR33750935.10041718__2.9914762	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750935.10044875__2.9917880	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750935.10045030__2.9918033	UniClust90_CBNLCMFD00766|1__4|SGB74789
SRR33750935.10045636__2.9918630	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.10048298__2.9921265	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750935.10049017__2.9921973	UniRef90_A0A2V5KT48|4__7|SGB52719
SRR33750935.10050100__2.9923049	UniClust90_IBMDDACE00639|1__15|SGB128778
SRR33750935.10052510__2.9925432	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750935.10050972__2.9923910	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750935.10053754__2.9926665	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750935.10054154__2.9927060	UniClust90_DJFHEFAJ01085|1__5|SGB89423
SRR33750935.10055108__2.9928005	UniClust90_OCJAPFEA02165|1__9|SGB125949
SRR33750935.10054898__2.9927797	UniClust90_OPLEJCPF03508|1__23|SGB125949
SRR33750935.10056415__2.9929293	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750935.10056726__2.9929601	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750935.10057808__2.9930672	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750935.10059538__2.9932384	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750935.10059185__2.9932036	UniClust90_KIHGAKFE01201|1__11|SGB128778
SRR33750935.10059749__2.9932591	UniClust90_CKLAELPF00505|1__6|SGB128178
SRR33750935.10059888__2.9932726	UniClust90_HNBLJKFC00190|1__11|SGB128778
SRR33750935.10060100__2.9932937	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.10060669__2.9933502	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750935.10061814__2.9934638	UniClust90_KKDIGBNC01206|1__6|SGB74789
SRR33750935.10062129__2.9934949	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750935.10061837__2.9934661	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750935.10062218__2.9935038	UniRef90_A0A2V7U1Q7|1__19|SGB24060
SRR33750935.10063255__2.9936062	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750935.10064344__2.9937133	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750935.10064543__2.9937329	UniRef90_A0A143PJ53|1__23|SGB173258
SRR33750935.10065174__2.9937953	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.10065415__2.9938190	UniRef90_A0A2V6B9I2|1__3|SGB52719
SRR33750935.10065794__2.9938566	UniRef90_A0A2V6A8I6|1__6|SGB52714
SRR33750935.10065861__2.9938633	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750935.10066371__2.9939139	UniClust90_IPFPHDNG01038|1__4|SGB131926
SRR33750935.10066598__2.9939363	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750935.10067947__2.9940690	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750935.10068748__2.9941481	UniClust90_DCJCBMEC03349|2__9|SGB122526
SRR33750935.10068636__2.9941370	UniClust90_GKIHIFBL03970|1__13|SGB89888
SRR33750935.10070679__2.9943396	UniClust90_IPBGJNGD01333|3__9|SGB89408
SRR33750935.10071265__2.9943978	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750935.10072317__2.9945019	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.10072670__2.9945368	UniClust90_OFJJKHAK01405|1__6|SGB84078
SRR33750935.10072533__2.9945234	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750935.10072904__2.9945601	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750935.10072791__2.9945489	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750935.10073656__2.9946342	UniClust90_IBNNDEFK01222|1__7|SGB89408
SRR33750935.10074237__2.9946912	UniClust90_IGKPANEM01975|1__9|SGB128987
SRR33750935.10074244__2.9946919	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750935.10075190__2.9947851	UniClust90_EHIAFBHG00356|1__8|SGB128778
SRR33750935.10075780__2.9948432	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750935.10077068__2.9949707	UniClust90_KIMNEABG03217|1__10|SGB131913
SRR33750935.10078169__2.9950795	UniClust90_LOEIEFCJ00738|1__5|SGB74789
SRR33750935.10079508__2.9952123	UniClust90_PPDCKKGL01275|1__6|SGB133090
SRR33750935.10081527__2.9954120	UniClust90_LLCHDJKO02088|1__14|SGB89606
SRR33750935.10079728__2.9952341	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750935.10081884__2.9954472	UniClust90_CFHHLMOK02760|1__24|SGB128201
SRR33750935.10081659__2.9954252	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750935.10082273__2.9954857	UniClust90_EKCLMAKM03709|1__7|SGB89408
SRR33750935.10081908__2.9954496	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750935.10082675__2.9955253	UniClust90_FIHOKOAF00221|1__4|SGB74789
SRR33750935.10082550__2.9955131	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750935.10082171__2.9954757	UniClust90_HBCNFADG00720|1__6|SGB74789
SRR33750935.10083104__2.9955678	UniClust90_EBGAMEMI01877|1__10|SGB133121
SRR33750935.10083351__2.9955923	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750935.10083465__2.9956036	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750935.10083560__2.9956130	UniClust90_JJIPPMBI00979|1__5|SGB133090
SRR33750935.10085057__2.9957617	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750935.10085639__2.9958193	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750935.10086702__2.9959247	UniClust90_KIMNEABG01542|1__5|SGB131913
SRR33750935.10086533__2.9959078	UniClust90_DJBDGBNB01295|1__8|SGB89725
SRR33750935.10087484__2.9960015	UniClust90_JBMBCDML02119|1__6|SGB89725
SRR33750935.10088001__2.9960527	UniClust90_BHLGKCAN03126|1__6|SGB56640
SRR33750935.10089337__2.9961851	UniClust90_EOKNMAML01977|1__10|SGB52714
SRR33750935.10089383__2.9961897	UniClust90_EOKNMAML01977|1__10|SGB52714
SRR33750935.10089576__2.9962088	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750935.10091166__2.9963660	UniClust90_BOKHIPMC02422|1__5|SGB130007
SRR33750935.10091414__2.9963906	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750935.10092406__2.9964891	UniClust90_EHFFKAJJ00337|1__5|SGB74780
SRR33750935.10094016__2.9966485	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750935.10094519__2.9966981	UniClust90_HJKNIEHA00314|3__11|SGB89408
SRR33750935.10094469__2.9966931	UniClust90_EJAHAFID02038|1__5|SGB130007
SRR33750935.10095304__2.9967757	UniClust90_EKCLMAKM03706|1__9|SGB89408
SRR33750935.10095645__2.9968094	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750935.10095987__2.9968429	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750935.10096356__2.9968790	UniClust90_DAODNPOA00428|1__4|SGB89725
SRR33750935.10097841__2.9970259	UniClust90_DCCDKMAG02483|1__10|SGB132736
SRR33750935.10098497__2.9970906	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750935.10098515__2.9970924	UniClust90_KIHGAKFE00086|1__13|SGB128778
SRR33750935.10098047__2.9970463	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750935.10101165__2.9973534	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750935.10102669__2.9975022	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750935.10103094__2.9975443	UniClust90_GNADLFLM02948|1__20|SGB126432
SRR33750935.10104444__2.9976776	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750935.10104723__2.9977051	UniClust90_OHKKNMDA00463|1__5|SGB122683
SRR33750935.10104787__2.9977114	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750935.10104852__2.9977178	UniClust90_PFBNAPOO01310|1__6|SGB89423
SRR33750935.10104985__2.9977308	UniClust90_LJMOGHMP01776|1__11|SGB128778
SRR33750935.10106383__2.9978694	UniClust90_CMJGEBLA02385|1__8|SGB89408
SRR33750935.10106795__2.9979095	UniClust90_BOKHIPMC04470|1__5|SGB130007
SRR33750935.10106930__2.9979227	UniClust90_IABCABEO02227|1__8|SGB74789
SRR33750935.10107289__2.9979583	UniClust90_JMJHPHJK01371|1__10|SGB134112
SRR33750935.10108206__2.9980496	UniRef90_A0A2V5SUR3|1__7|SGB52719
SRR33750935.10108528__2.9980815	UniClust90_OPLEJCPF02938|1__11|SGB125949
SRR33750935.10108767__2.9981051	UniClust90_MKPDLIIB01828|1__10|SGB131913
